store_id,sku_id,category,service_level,safety_stock,reorder_point,is_perishable
STR002,SKU0045,Ambient Grocery,0.9936,41.2211,61.6446,False
STR002,SKU0046,Bakery,0.6339,3.2704,14.134,True
STR002,SKU0047,Fresh Produce,0.5278,0.8197,14.9223,True
STR002,SKU0048,Beverages,0.9948,67.3675,152.5323,False
STR002,SKU0049,Frozen,0.995,42.627,51.5881,False
STR002,SKU0050,Snacks & Confectionery,0.9935,62.7791,175.7021,False
STR002,SKU0051,Snacks & Confectionery,0.995,24.6107,49.7454,False
STR002,SKU0052,Ambient Grocery,0.9925,43.0668,103.6041,False
STR002,SKU0053,Frozen,0.995,42.627,79.1545,False
STR002,SKU0054,Seasonal,0.995,42.8563,51.3957,False
STR002,SKU0055,Beverages,0.995,42.8563,67.9772,False
STR002,SKU0056,Bakery,0.6099,2.6671,10.8759,True
STR002,SKU0057,Snacks & Confectionery,0.995,34.8048,54.4453,False
STR002,SKU0058,Fresh Produce,0.5,0.0,44.3077,True
STR002,SKU0059,Bakery,0.5395,1.6428,54.6208,True
STR002,SKU0060,Dairy & Eggs,0.995,49.2215,100.6977,False
STR002,SKU0061,Seasonal,0.9944,59.638,107.4182,False
STR002,SKU0062,Ambient Grocery,0.995,32.2311,80.5388,False
STR002,SKU0063,Beverages,0.9915,74.3097,145.1727,False
STR002,SKU0064,Health & Beauty,0.995,32.2311,71.2475,False
STR002,SKU0065,Household & Cleaning,0.995,32.2311,68.319,False
STR002,SKU0066,Snacks & Confectionery,0.9943,48.3899,85.6332,False
STR002,SKU0067,Bakery,0.5,0.0,106.2418,True
STR002,SKU0068,Seasonal,0.995,42.8563,54.1984,False
STR002,SKU0069,Beverages,0.995,42.8563,79.4717,False
STR002,SKU0070,Household & Cleaning,0.995,16.1155,20.5221,False
STR002,SKU0071,Fresh Produce,0.5,0.0,36.6154,True
STR002,SKU0072,Ambient Grocery,0.99,38.4923,70.5832,False
STR002,SKU0073,Bakery,0.5,0.0,19.5455,True
STR002,SKU0074,Snacks & Confectionery,0.9919,45.9522,93.0873,False
STR002,SKU0075,Ambient Grocery,0.9072,16.5671,102.0216,True
STR002,SKU0076,Health & Beauty,0.995,22.7908,26.1754,False
STR002,SKU0077,Ambient Grocery,0.995,32.2311,53.9782,False
STR002,SKU0078,Household & Cleaning,0.9913,42.0922,89.7995,False
STR002,SKU0079,Beverages,0.9944,79.0026,236.3081,False
STR002,SKU0080,Dairy & Eggs,0.8419,9.5753,30.6302,True
STR002,SKU0081,Frozen,0.9818,39.9725,48.8548,True
STR002,SKU0082,Frozen,0.995,42.627,70.1488,False
STR002,SKU0083,Snacks & Confectionery,0.9926,46.5634,94.4755,False
STR002,SKU0084,Beverages,0.9946,79.3565,128.7833,False
STR002,SKU0085,Snacks & Confectionery,0.9937,47.6889,93.2981,False
STR002,SKU0086,Household & Cleaning,0.9909,41.7928,140.8973,False
STR002,SKU0087,Dairy & Eggs,0.7168,10.9548,71.4383,True
STR002,SKU0088,Seasonal,0.9913,79.1604,142.5167,False
STR002,SKU0089,Snacks & Confectionery,0.995,24.6107,30.7433,False
STR002,SKU0090,Health & Beauty,0.995,22.7908,26.0092,False
STR002,SKU0091,Bakery,0.995,24.6107,38.4349,False
STR002,SKU0092,Ambient Grocery,0.995,22.7908,49.9694,False
STR002,SKU0093,Frozen,0.9913,55.6356,88.9323,False
STR002,SKU0094,Health & Beauty,0.995,27.913,58.0119,False
STR002,SKU0095,Ambient Grocery,0.995,16.1155,33.8414,False
STR002,SKU0096,Seasonal,0.995,52.4881,83.065,False
STR002,SKU0097,Dairy & Eggs,0.6013,3.4692,52.6153,True
STR002,SKU0098,Ambient Grocery,0.9915,39.4807,205.1474,False
STR002,SKU0099,Household & Cleaning,0.9937,31.2114,64.5003,False
STR002,SKU0100,Fresh Produce,0.7384,10.6241,47.2138,True
STR002,SKU0101,Frozen,0.995,34.8048,45.7474,False
STR002,SKU0102,Beverages,0.9898,72.1293,133.1799,False
STR002,SKU0103,Fresh Produce,0.6537,4.6525,12.9053,True
STR002,SKU0104,Household & Cleaning,0.995,16.1155,20.187,False
STR002,SKU0105,Ambient Grocery,0.9874,39.5879,208.9066,False
STR002,SKU0106,Bakery,0.5,0.0,37.4945,True
STR002,SKU0107,Snacks & Confectionery,0.9903,63.1892,215.6892,False
STR002,SKU0108,Ambient Grocery,0.9915,36.5703,190.6582,False
STR002,SKU0109,Beverages,0.992,74.9816,227.6013,False
STR002,SKU0110,Beverages,0.995,30.304,48.8864,False
STR002,SKU0111,Snacks & Confectionery,0.995,42.627,135.4292,False
STR002,SKU0112,Frozen,0.9942,68.2177,144.9301,False
STR002,SKU0113,Bakery,0.6894,4.7216,28.9524,True
STR002,SKU0114,Snacks & Confectionery,0.9936,62.9937,147.7437,False
STR002,SKU0115,Fresh Produce,0.55,2.0896,30.495,True
STR002,SKU0116,Snacks & Confectionery,0.995,34.8048,65.4953,False
STR002,SKU0117,Ambient Grocery,0.993,34.3688,103.9292,False
STR002,SKU0118,Ambient Grocery,0.995,22.7908,49.7763,False
STR002,SKU0119,Dairy & Eggs,0.7727,12.3746,49.8911,True
STR002,SKU0120,Seasonal,0.9944,59.678,100.689,False
STR002,SKU0121,Snacks & Confectionery,0.995,49.2215,79.6528,False
STR002,SKU0122,Ambient Grocery,0.995,16.1155,25.0826,False
STR002,SKU0123,Bakery,0.5642,2.6744,39.592,True
STR002,SKU0124,Beverages,0.995,30.304,47.6227,False
STR002,SKU0125,Snacks & Confectionery,0.995,24.6107,41.2889,False
STR002,SKU0126,Health & Beauty,0.995,16.1155,30.7046,False
STR002,SKU0127,Ambient Grocery,0.995,22.7908,41.5583,False
STR002,SKU0128,Ambient Grocery,0.995,27.913,48.2206,False
STR002,SKU0129,Fresh Produce,0.5,0.0,26.3371,True
STR002,SKU0130,Fresh Produce,0.5,0.0,35.9512,True
STR002,SKU0131,Beverages,0.995,42.8563,57.0981,False
STR002,SKU0132,Ambient Grocery,0.9933,43.7281,193.7015,False
STR002,SKU0133,Frozen,0.995,24.6107,29.7972,False
STR002,SKU0134,Frozen,0.995,42.627,76.0556,False
STR002,SKU0135,Seasonal,0.9942,66.3871,105.819,False
STR002,SKU0136,Ambient Grocery,0.9914,36.4879,66.6198,False
STR002,SKU0137,Beverages,0.995,30.304,46.8397,False
STR002,SKU0138,Dairy & Eggs,0.7804,7.3907,19.2039,True
STR002,SKU0139,Health & Beauty,0.9918,39.7574,90.9112,False
STR002,SKU0140,Snacks & Confectionery,0.995,42.627,85.0886,False
STR002,SKU0141,Dairy & Eggs,0.8556,14.3302,69.5697,True
STR002,SKU0142,Ambient Grocery,0.9918,39.7486,105.0563,False
STR002,SKU0143,Fresh Produce,0.5,0.0,65.0588,True
STR002,SKU0144,Beverages,0.995,30.304,35.8864,False
STR002,SKU0145,Dairy & Eggs,0.883,11.3695,23.886,True
STR002,SKU0146,Snacks & Confectionery,0.994,47.9839,76.1321,False
STR002,SKU0147,Ambient Grocery,0.9933,37.8897,175.3622,False
STR002,SKU0148,Fresh Produce,0.5185,1.0894,130.7736,True
STR002,SKU0149,Bakery,0.6469,3.6018,18.7018,True
STR002,SKU0150,Beverages,0.9898,72.1249,135.5366,False
STR003,SKU0001,Fresh Produce,0.6551,8.1351,49.0222,True
STR003,SKU0002,Dairy & Eggs,0.736,12.0579,180.0579,True
STR003,SKU0003,Ambient Grocery,0.995,22.7908,79.9415,False
STR003,SKU0004,Beverages,0.9913,79.1408,264.825,False
STR003,SKU0005,Bakery,0.9895,58.359,177.4465,False
STR003,SKU0006,Fresh Produce,0.5777,3.995,67.6535,True
STR003,SKU0007,Dairy & Eggs,0.7504,11.1815,81.1375,True
STR003,SKU0008,Frozen,0.9916,22.8512,27.9941,True
STR003,SKU0009,Snacks & Confectionery,0.995,34.8048,76.8488,False
STR003,SKU0010,Seasonal,0.995,30.304,51.1831,False
STR003,SKU0011,Household & Cleaning,0.995,22.7908,29.0296,False
STR003,SKU0012,Dairy & Eggs,0.995,42.627,210.0666,False
STR003,SKU0013,Household & Cleaning,0.9933,34.6196,47.1196,False
STR003,SKU0014,Seasonal,0.995,42.8563,68.5813,False
STR003,SKU0015,Frozen,0.9664,34.9876,121.4931,True
STR003,SKU0016,Snacks & Confectionery,0.9936,58.2859,209.7109,False
STR003,SKU0017,Ambient Grocery,0.995,36.0355,73.7627,False
STR003,SKU0018,Ambient Grocery,0.995,16.1155,36.5206,False
STR003,SKU0019,Fresh Produce,0.6723,5.2511,12.5983,True
STR003,SKU0020,Dairy & Eggs,0.8644,10.5137,45.4478,True
STR003,SKU0021,Household & Cleaning,0.995,22.7908,50.1315,False
STR003,SKU0022,Bakery,0.5,0.0,152.4737,True
STR003,SKU0023,Frozen,0.995,34.8048,42.2854,False
STR003,SKU0024,Fresh Produce,0.5329,1.3745,89.3745,True
STR003,SKU0025,Beverages,0.9938,58.8708,144.6639,False
STR003,SKU0026,Fresh Produce,0.5101,0.4207,23.6001,True
STR003,SKU0027,Ambient Grocery,0.9929,40.6045,84.6196,False
STR003,SKU0028,Seasonal,0.9934,58.3355,69.7641,False
STR003,SKU0029,Fresh Produce,0.5798,4.1027,112.1806,True
STR003,SKU0030,Ambient Grocery,0.9919,39.7987,120.0545,False
STR003,SKU0031,Health & Beauty,0.995,32.2311,91.0003,False
STR003,SKU0032,Beverages,0.995,74.2293,177.5815,False
STR003,SKU0033,Seasonal,0.9906,78.1863,137.2027,False
STR003,SKU0034,Snacks & Confectionery,0.995,24.6107,39.8813,False
STR003,SKU0035,Household & Cleaning,0.9919,39.8266,202.9266,False
STR003,SKU0036,Household & Cleaning,0.995,27.913,70.2426,False
STR003,SKU0037,Dairy & Eggs,0.8618,10.4011,30.1852,True
STR003,SKU0038,Ambient Grocery,0.995,27.913,85.1777,False
STR003,SKU0039,Beverages,0.9944,66.6749,205.6309,False
STR003,SKU0040,Beverages,0.9922,56.9028,79.3644,False
STR003,SKU0041,Fresh Produce,0.5,0.0,89.6941,True
STR003,SKU0042,Ambient Grocery,0.9931,40.7281,119.3031,False
STR003,SKU0043,Ambient Grocery,0.995,16.1155,20.8193,False
STR003,SKU0044,Fresh Produce,0.5,0.0,156.5714,True
STR003,SKU0045,Ambient Grocery,0.9936,41.2211,63.4834,False
STR003,SKU0046,Bakery,0.6339,3.2704,20.4478,True
STR003,SKU0047,Fresh Produce,0.5278,0.8197,21.4468,True
STR003,SKU0048,Beverages,0.9948,67.3675,188.2766,False
STR003,SKU0049,Frozen,0.995,42.627,56.1451,False
STR003,SKU0050,Snacks & Confectionery,0.9935,62.7791,223.0791,False
STR003,SKU0051,Snacks & Confectionery,0.995,24.6107,65.369,False
STR003,SKU0052,Ambient Grocery,0.9925,43.0668,138.6458,False
STR003,SKU0053,Frozen,0.995,42.627,99.7919,False
STR003,SKU0054,Seasonal,0.995,42.8563,53.6703,False
STR003,SKU0055,Beverages,0.995,42.8563,74.4717,False
STR003,SKU0056,Bakery,0.6099,2.6671,13.8539,True
STR003,SKU0057,Snacks & Confectionery,0.995,34.8048,64.9261,False
STR003,SKU0058,Fresh Produce,0.5,0.0,64.0455,True
STR003,SKU0059,Bakery,0.5395,1.6428,87.2252,True
STR003,SKU0060,Dairy & Eggs,0.995,49.2215,123.7962,False
STR003,SKU0061,Seasonal,0.9944,59.638,117.4402,False
STR003,SKU0062,Ambient Grocery,0.995,32.2311,101.9958,False
STR003,SKU0063,Beverages,0.9915,74.3097,173.3097,False
STR003,SKU0064,Health & Beauty,0.995,32.2311,89.1888,False
STR003,SKU0065,Household & Cleaning,0.995,32.2311,85.8575,False
STR003,SKU0066,Snacks & Confectionery,0.9943,48.3899,91.4668,False
STR003,SKU0067,Bakery,0.5,0.0,161.4066,True
STR003,SKU0068,Seasonal,0.995,42.8563,57.4674,False
STR003,SKU0069,Beverages,0.995,42.8563,88.9333,False
STR003,SKU0070,Household & Cleaning,0.995,16.1155,22.4692,False
STR003,SKU0071,Fresh Produce,0.5,0.0,43.5278,True
STR003,SKU0072,Ambient Grocery,0.99,38.4923,88.3158,False
STR003,SKU0073,Bakery,0.5,0.0,23.3889,True
STR003,SKU0074,Snacks & Confectionery,0.9919,45.9522,109.0247,False
STR003,SKU0075,Ambient Grocery,0.9072,16.5671,146.9407,True
STR003,SKU0076,Health & Beauty,0.995,22.7908,26.8408,False
STR003,SKU0077,Ambient Grocery,0.995,32.2311,60.1805,False
STR003,SKU0078,Household & Cleaning,0.9913,42.0922,118.3649,False
STR003,SKU0079,Beverages,0.9944,79.0026,349.735,False
STR003,SKU0080,Dairy & Eggs,0.8419,9.5753,40.8189,True
STR003,SKU0081,Frozen,0.9818,39.9725,52.1188,True
STR003,SKU0082,Frozen,0.995,42.627,83.4704,False
STR003,SKU0083,Snacks & Confectionery,0.9926,46.5634,115.926,False
STR003,SKU0084,Beverages,0.9946,79.3565,142.5594,False
STR003,SKU0085,Snacks & Confectionery,0.9937,47.6889,100.1396,False
STR003,SKU0086,Household & Cleaning,0.9909,41.7928,184.7928,False
STR003,SKU0087,Dairy & Eggs,0.7168,10.9548,98.5152,True
STR003,SKU0088,Seasonal,0.9913,79.1604,166.1477,False
STR003,SKU0089,Snacks & Confectionery,0.995,24.6107,33.514,False
STR003,SKU0090,Health & Beauty,0.995,22.7908,27.6303,False
STR003,SKU0091,Bakery,0.995,24.6107,44.6987,False
STR003,SKU0092,Ambient Grocery,0.995,22.7908,57.8934,False
STR003,SKU0093,Frozen,0.9913,55.6356,110.8645,False
STR003,SKU0094,Health & Beauty,0.995,27.913,71.1327,False
STR003,SKU0095,Ambient Grocery,0.995,16.1155,45.5402,False
STR003,SKU0096,Seasonal,0.995,52.4881,104.2756,False
STR003,SKU0097,Dairy & Eggs,0.6013,3.4692,61.6464,True
STR003,SKU0098,Ambient Grocery,0.9915,39.4807,245.173,False
STR003,SKU0099,Household & Cleaning,0.9937,31.2114,86.7377,False
STR003,SKU0100,Fresh Produce,0.7384,10.6241,69.1519,True
STR003,SKU0101,Frozen,0.995,34.8048,51.9917,False
STR003,SKU0102,Beverages,0.9898,72.1293,176.7749,False
STR003,SKU0103,Fresh Produce,0.6537,4.6525,17.7758,True
STR003,SKU0104,Household & Cleaning,0.995,16.1155,21.8207,False
STR003,SKU0105,Ambient Grocery,0.9874,39.5879,268.7587,False
STR003,SKU0106,Bakery,0.5,0.0,55.8378,True
STR003,SKU0107,Snacks & Confectionery,0.9903,63.1892,277.6308,False
STR003,SKU0108,Ambient Grocery,0.9915,36.5703,269.7643,False
STR003,SKU0109,Beverages,0.992,74.9816,291.847,False
