draw,profit_gbp
186,-454.6112
187,61.8074
188,-480.1217
189,-702.6335
190,-345.5505
191,-377.9534
192,867.9799
193,-482.16
194,-823.9932
195,-5.2175
196,632.4391
197,409.7946
198,-700.6311
199,-386.2037
200,-229.8249
201,-67.9905
202,58.8824
203,285.9865
204,-284.274
205,118.704
206,-405.4007
207,-61.307
208,102.8579
209,377.1717
210,60.3045
211,-915.0908
212,-111.8473
213,-548.2933
214,-340.4405
215,641.1903
216,-780.3803
217,-396.0635
218,-451.8785
219,-663.9641
220,-74.9511
221,-554.1404
222,-268.2571
223,70.9026
224,-61.729
225,217.1875
226,-674.698
227,-501.5446
228,-353.7563
229,-130.794
230,-131.4993
231,-468.6847
232,921.4769
233,-506.1253
234,-296.2993
235,772.0142
236,-434.3615
237,-1061.3026
238,23.4714
239,9.0546
240,-384.5572
241,-127.2536
242,43.8134
243,-251.0167
244,286.7947
245,64.8018
246,-414.9315
247,-762.9276
248,-346.7126
249,-102.3046
250,-737.2679
251,-254.8338
252,-601.0408
253,-581.9756
254,-95.9098
255,-467.9442
256,-354.3555
257,-110.5277
258,-713.3964
259,101.3491
260,-778.7882
261,-204.4921
262,-491.2685
263,-490.4999
264,-725.5531
265,-689.4013
266,-154.9812
267,-26.7227
268,-368.8352
269,-343.448
270,-682.7318
271,-171.0297
272,-409.1595
273,-49.4541
274,-424.631
275,-638.5659
276,-253.2998
277,-1165.2732
278,-460.3483
279,264.6754
280,-413.0624
281,177.0285
282,-395.1034
283,284.8054
284,-109.4364
285,-48.1075
286,-747.0546
287,-362.1829
288,-380.8638
289,-37.0925
290,-487.9436
291,-366.7566
292,-361.5633
293,175.2545
294,-466.7722
295,199.6514
296,154.8673
297,-458.8224
298,-381.6976
299,-729.3622
300,-651.8384
301,548.6316
302,106.0002
303,-418.1978
304,-592.2097
305,-189.0921
306,-277.2677
307,-706.5156
308,-252.4823
309,-375.5309
310,-813.5596
311,-631.6776
312,-230.9854
313,-112.9697
314,-386.6716
315,138.6676
316,-528.5953
317,-467.2325
318,-192.1856
319,124.1715
320,528.347
321,-899.865
322,72.9376
323,496.7857
324,-2.0372
325,61.675
326,109.6051
327,-312.2695
328,-424.69
329,-767.215
330,-784.3879
331,-940.8262
332,-609.9603
333,-293.325
334,-793.2085
335,-658.8955
336,155.3805
337,188.3147
338,616.871
339,-725.8881
340,-472.6136
341,-367.7843
342,-358.6565
343,-496.6897
344,-114.5888
345,-605.494
346,11.1604
347,-86.8126
348,-697.7531
349,9.0313
350,-118.3014
351,-364.774
352,-433.105
353,-104.9963
354,439.5393
355,49.1523
356,143.5758
357,-182.7651
358,-715.6367
359,-112.0529
360,-795.2084
361,-878.9111
362,-308.1964
363,-485.517
364,-67.4729
365,-163.787
366,471.5978
367,251.4062
368,-478.1267
369,-215.3214
370,128.4039
371,-700.7013
372,44.4564
373,-1102.7148
374,-344.3596
375,-544.1507
376,-297.2255
377,-488.7924
378,-110.7177
379,-210.8857
380,-573.806
381,-304.7184
382,-764.6747
383,20.4282
384,-438.5443
385,-406.2079
386,502.7951
387,-287.7794
388,-793.8521
389,-471.5522
390,-51.0631
391,-32.4561
392,-628.6649
393,-1151.6276
394,-500.3845
395,-469.4904
396,251.6606
397,-576.2472
398,244.6767
399,-231.2675
400,-1299.0311
401,-393.2596
402,412.8912
403,-55.2005
404,7.6932
405,-671.0606
406,-5.7659
407,-994.8143
408,-216.4066
409,75.8442
410,-372.6552
411,-265.4819
412,-753.7062
413,-739.6214
414,-338.9702
415,73.8222
416,-304.6934
417,-626.4082
418,-352.056
419,293.7745
420,-603.0972
421,-251.5666
422,-250.2843
423,-640.1293
424,312.2271
425,-794.4942
426,-177.9468
427,-233.9302
428,-148.6911
429,440.5133
430,39.9759
431,-601.7419
432,-587.4244
433,409.4889
434,-293.1138
435,-573.2848
436,127.3922
437,-593.298
438,158.1523
439,45.3788
440,-22.9406
441,-366.7493
442,-273.9219
443,170.7616
444,320.0684
445,-1073.3742
446,-256.0798
447,40.1791
448,149.5258
449,-365.6767
450,-703.3925
451,-70.3887
452,-279.0728
453,918.2734
454,-120.5175
455,-567.6091
456,-238.5638
457,137.1562
458,-14.0722
459,-925.1665
460,-628.7537
461,-243.4514
462,-116.4795
463,-615.8323
464,662.8046
465,-70.5353
466,-555.0225
467,517.5777
468,-430.7641
469,-220.3895
470,-377.1373
471,-441.9086
472,56.1407
473,-100.4041
474,-237.2395
475,-144.7988
476,-630.5205
477,-347.0544
478,187.1105
479,-111.3766
480,275.6788
481,29.2172
482,-88.2919
483,-208.3956
484,615.7093
485,-373.3002
486,-328.0874
487,-821.6391
488,-190.7788
489,-925.019
490,-877.003
491,1200.8821
492,-706.4688
493,-640.0045
494,-502.6178
495,421.8469
496,-339.1643
497,203.8252
498,-631.6221
499,-284.3007
500,406.5081
501,-198.277
502,206.2296
503,-176.9633
504,-375.3881
505,298.0255
506,363.1931
507,-339.9084
508,98.6763
509,-329.6408
510,-749.2941
511,-174.6909
512,-472.9561
513,-191.5338
514,466.9235
515,-15.832
516,-431.7413
517,-539.5396
518,80.44
519,109.5853
520,-7.3823
521,139.9746
522,360.3617
523,-961.0901
524,-1223.0492
525,537.1174
526,-9.0362
527,-582.1483
528,-111.7794
529,-5.3606
530,650.8199
531,179.4929
532,-368.1764
533,-357.5122
534,536.6698
535,-575.4829
536,-238.2891
537,-270.6887
538,-97.8666
539,130.1343
540,4.6276
541,-474.0961
542,85.0746
543,-747.4587
544,594.1622
545,-90.2975
546,-133.6103
547,-138.3709
548,-541.2386
549,308.7838
550,-374.5885
551,-822.7234
552,439.9896
553,80.1209
554,-681.502
555,353.5597
556,-108.2693
557,-294.0396
558,402.295
559,247.4644
560,-61.3169
561,113.1258
562,-166.7117
563,-85.8383
564,340.0216
565,-411.2416
566,-105.2985
567,425.0149
568,-199.3007
569,-316.2695
570,-412.933
571,127.2939
572,-250.7986
573,292.0575
574,-280.9508
575,-12.6119
576,-329.4134
577,-665.4837
578,-247.3254
579,247.6681
580,-495.1897
581,156.4428
582,-93.9449
583,-284.0615
584,-361.4853
585,309.5227
586,192.0903
587,-532.9232
588,-1123.4623
589,145.0256
590,70.4209
591,-156.0498
592,-276.9485
593,-913.22
594,-322.2945
595,-331.2262
596,262.0179
597,-213.7231
598,1322.3633
599,-168.7409
600,-349.5363
601,-480.0096
602,-254.6876
603,39.5371
604,-382.7023
605,-474.9564
606,-576.8355
607,345.1841
608,-597.6382
609,-437.8832
610,-353.8726
611,66.4746
612,-281.6698
613,113.1594
614,-204.0225
615,-496.0061
616,-139.7352
617,-336.7002
618,-63.6656
619,-858.8438
620,-530.218
621,-103.2774
622,-317.7389
623,-601.1675
624,20.7058
625,-952.2034
626,-578.2441
627,245.8247
628,87.6877
629,-99.2391
630,266.4021
631,-19.1564
632,124.8099
633,-8.9572
634,-96.3112
635,-205.3343
636,-948.1468
637,-484.6607
638,-131.1062
639,-903.0419
640,-273.5439
641,-605.502
642,-28.6226
643,-577.5754
644,126.982
645,-650.9299
646,-34.2074
647,-551.8047
648,257.3099
649,-79.8706
650,-243.0708
651,421.4918
652,-582.5918
653,-265.4198
654,9.0747
655,-489.8305
656,-277.0513
657,-330.9028
658,105.8413
659,859.9768
660,856.2053
661,-12.5738
662,602.671
663,298.0422
664,584.81
665,-380.3705
666,480.3769
667,41.8442
668,350.1854
669,-1052.9093
670,-515.295
671,-199.3726
672,1054.4626
673,206.4267
674,-565.1516
675,-293.0999
676,-723.3053
677,-1205.6894
678,-781.1622
679,-903.3429
680,-570.8314
681,-19.0156
682,144.5443
683,-69.3481
684,-481.8384
685,-466.1271
686,202.1717
687,-622.1928
688,26.2254
689,-181.4338
690,-614.7252
691,-121.105
692,-352.0904
693,-503.3525
694,-612.323
695,-962.6126
696,-376.1374
697,-659.0699
698,205.2102
699,41.1054
700,-227.477
701,-183.497
702,-218.6565
703,-160.5205
704,117.6719
705,-79.5492
706,-149.134
707,210.5664
708,-114.3432
709,-1035.4068
710,-954.2223
711,-217.6732
712,-93.3156
713,-713.801
714,-722.5669
715,-1214.1963
716,-876.4451
717,347.2848
718,462.3322
719,-189.9599
720,-80.5287
721,313.9929
722,-442.8449
723,-235.7139
724,-317.5729
725,9.1657
726,-328.689
727,-671.2593
728,-142.3826
729,-227.732
730,-469.0785
731,351.6968
732,-719.1174
733,-457.4903
734,-545.9195
735,-224.2932
736,652.1492
737,-508.3677
738,517.3556
739,345.1859
740,-361.952
741,152.7577
742,-717.7636
743,73.9067
744,-518.3191
745,-155.4621
746,324.8088
747,-403.059
748,65.0203
749,-738.6698
750,-277.0158
751,-53.7288
752,-139.8015
753,26.6214
754,-707.3264
755,-470.2346
756,-361.8337
757,276.179
758,-237.678
759,-591.2234
760,29.1584
761,-938.389
762,105.8747
763,-641.4096
764,-85.7991
765,-171.9431
766,-178.3602
767,68.0265
768,-130.6089
769,404.7989
770,-76.5639
771,-47.8716
772,-221.5659
773,18.9513
774,-172.5607
775,-720.0331
776,151.2088
777,88.6679
778,-328.377
779,-585.5678
780,-313.5379
781,-297.1259
782,516.5585
783,527.5995
784,-905.2941
785,680.2649
786,-694.6713
787,54.8236
788,74.4196
789,-135.069
790,366.8424
791,398.2125
792,203.1569
793,-551.5123
794,503.516
795,132.8538
796,-893.2904
797,-17.3253
798,-482.8391
799,-57.5833
800,-218.4059
801,-202.1234
802,27.072
803,-518.9301
804,-189.7682
805,214.3713
806,-432.547
807,-143.7776
808,81.6978
809,-630.8011
810,-451.9195
811,-763.8833
812,-12.627
813,-95.9554
814,-984.2685
815,1205.5395
816,238.7316
817,322.872
818,-194.0509
819,-715.8953
820,-311.6655
821,-965.2229
822,-723.2484
823,-303.3428
824,-311.4128
825,-345.354
826,-466.1386
827,-557.1443
828,-158.9014
829,59.8158
830,-284.8438
831,778.5749
832,-19.9408
833,109.5145
834,-656.6716
835,-348.5987
836,-131.1353
837,183.3302
838,274.0083
839,-294.9577
840,-42.4304
841,-98.9479
842,163.4381
843,-299.9526
844,-155.6704
845,462.3015
846,-808.1719
847,-787.2082
848,296.8732
849,-294.2223
850,188.1455
851,-330.8848
852,-492.518
853,260.7656
854,-716.5099
855,-434.394
856,-572.7959
857,117.268
858,-93.9277
859,-498.2412
860,-455.4082
861,-313.2021
862,-234.9958
863,-228.542
864,-570.4178
865,640.6529
866,-34.9823
867,-435.8623
868,-757.5085
869,-645.2809
870,-240.0201
871,-53.4508
872,-202.7191
873,-500.9461
874,-174.8464
875,-594.7454
876,-316.8909
877,40.2128
878,-847.015
879,-512.3832
880,217.7933
881,-165.4732
882,293.2611
883,-1335.8305
884,-404.7027
885,-352.1205
886,-876.4078
887,-1191.5311
888,7.191
889,-263.3178
890,193.0965
891,60.0208
892,-177.9606
893,835.8478
894,-149.1097
895,-70.5079
896,1146.7882
897,-373.7941
898,115.0706
899,675.8
900,310.8964
901,-956.5801
902,-364.5226
903,-226.7912
904,434.6147
905,35.5287
906,-270.844
907,-249.3219
908,220.1304
909,-161.4487
910,151.9372
911,-343.0042
912,-684.0068
913,329.5702
914,-589.9256
915,-366.1765
916,-383.1625
917,0.9417
918,-9.8714
919,-178.0187
920,-362.049
921,5.2954
922,-611.3928
923,-434.9811
924,-282.3276
925,-5.5899
926,-1111.9219
927,358.0203
928,-990.2568
929,-371.8608
930,107.0148
931,-39.6682
932,-89.6085
933,-793.2475
934,-468.6043
935,-243.5904
936,67.5368
937,323.7495
938,-151.2737
939,-901.024
940,22.4351
941,-562.5929
942,239.6503
943,178.183
944,-579.3147
945,13.5846
946,1082.5726
947,-381.4167
948,-65.5451
949,221.7111
950,81.9966
951,-780.1586
952,605.1876
953,-642.8294
954,17.7422
955,-324.4128
956,-409.922
957,314.5515
958,-374.7805
959,-236.8296
960,-625.4044
961,-293.2264
962,-19.3637
963,-425.695
964,-1176.6033
965,-622.8937
966,-492.5418
967,-181.4958
968,-499.3453
969,-254.3927
970,719.9613
971,-614.0396
972,190.5385
973,-689.8502
974,-69.1564
975,-330.2021
976,-301.9835
977,-235.2557
978,415.8323
979,-344.8775
980,-600.1024
981,-148.2653
982,34.2781
983,-686.8077
984,498.704
985,-782.1247
986,-255.032
987,-115.2941
988,-393.6101
989,154.126
990,-148.6233
991,188.8426
992,91.0586
993,-67.1407
994,-267.0263
995,-540.3258
996,65.1385
997,-457.7628
998,-550.0624
999,81.7935
1000,-1008.0753
1001,511.073
1002,395.7508
1003,-462.415
1004,163.4849
1005,203.9074
1006,-27.3394
1007,-163.4861
1008,65.1467
1009,-237.5251
1010,-293.4551
1011,1163.4151
1012,354.4337
1013,117.8079
1014,-109.6536
1015,-701.0134
1016,-39.2353
1017,26.4005
1018,-580.5528
1019,-144.8665
1020,-141.5308
1021,-67.922
1022,-527.0126
1023,-53.7221
1024,-489.2233
1025,409.0236
1026,131.6883
1027,-567.7615
1028,258.7229
1029,-350.3251
1030,317.4068
1031,-128.5758
1032,-660.2386
1033,285.4101
1034,-216.0521
1035,-913.5488
1036,343.7832
1037,-579.4312
1038,151.4788
1039,-514.9529
1040,-412.6254
1041,34.2956
1042,-633.1103
1043,-486.8748
1044,-315.5384
1045,-120.53
1046,61.7862
1047,-172.5901
1048,-122.4028
1049,-350.3827
1050,-426.7588
1051,71.6918
1052,820.1426
1053,-415.4508
1054,-686.0181
1055,523.4056
1056,-564.528
1057,-634.922
1058,-385.9754
1059,-470.9502
1060,-293.8807
1061,-585.7259
1062,-131.7352
1063,247.7945
1064,314.4736
1065,-524.8424
1066,-855.2084
1067,-192.0783
1068,-632.5393
1069,-773.2007
1070,-523.8039
1071,70.8871
1072,-1384.8536
1073,-745.5388
1074,-434.71
1075,-518.2008
1076,-263.3163
1077,-327.9728
1078,-451.9123
1079,-307.8453
1080,-655.8655
1081,-534.5286
1082,-211.1734
1083,220.4669
1084,-263.852
1085,-1309.2864
1086,192.8251
1087,137.612
1088,-878.7399
1089,-365.5815
1090,-314.19
1091,-451.3843
1092,-517.1024
1093,477.1882
1094,-192.0603
1095,-725.1411
1096,-380.5009
1097,424.3514
1098,-102.8672
1099,87.5189
1100,-303.0611
1101,172.4505
1102,-388.2809
1103,-298.7649
1104,215.9207
1105,-413.0627
1106,143.7598
1107,168.5059
1108,-566.5854
1109,126.0642
1110,-172.323
1111,192.6421
1112,-1066.128
1113,183.7708
1114,-277.2482
1115,429.7246
1116,-154.4941
1117,-432.9241
1118,-1180.7318
1119,-757.9893
1120,-95.1733
1121,-278.1789
1122,286.3056
1123,-49.6824
1124,-602.6524
1125,-628.4595
1126,-927.1073
1127,-400.7586
1128,-868.3741
1129,-439.948
1130,-178.1323
1131,-535.4415
1132,-518.2618
1133,-84.8183
1134,-498.4536
1135,-293.5734
1136,53.4778
1137,-522.7714
1138,-1005.8056
1139,282.6136
1140,-708.9261
1141,46.3801
1142,-697.2074
1143,-761.9574
1144,187.5663
1145,-30.1196
1146,-991.839
1147,-328.1381
1148,-485.4947
1149,-401.9119
1150,-372.6344
1151,-374.3358
1152,-478.4824
1153,-546.9798
1154,255.3343
1155,229.2571
1156,-160.7031
1157,-159.9965
1158,-375.2263
1159,54.2184
1160,-484.6526
1161,-674.7972
1162,-819.3915
1163,275.4359
1164,-701.2094
1165,-454.1536
1166,-750.2336
1167,-672.8219
1168,-445.9165
1169,-620.1262
1170,-699.6893
1171,-547.6878
1172,-491.779
1173,217.641
1174,-294.7079
1175,-394.1077
1176,-272.4848
1177,-459.4034
1178,-274.1802
1179,-1212.801
1180,-377.7819
1181,-786.4576
1182,126.2167
1183,-667.0014
1184,-594.1328
1185,551.2897
1186,11.8547
1187,-184.6765
1188,-441.1633
1189,-601.3652
1190,-629.504
1191,-594.2114
1192,-638.5155
1193,-142.9012
1194,271.2014
1195,48.4927
1196,120.701
1197,-21.3232
1198,-25.907
1199,-463.6869
1200,-394.8715
1201,-820.2025
1202,-115.3398
1203,13.956
1204,-884.7306
1205,-594.829
1206,-525.894
1207,-723.4438
1208,-430.9069
1209,-63.2732
1210,-104.1879
1211,-253.5368
1212,-572.6044
1213,166.616
1214,-301.8802
1215,-187.8891
1216,-728.3879
1217,-721.711
1218,-1145.9631
1219,-153.6404
1220,-134.244
1221,355.8632
1222,-540.4859
1223,-650.2774
1224,-319.539
1225,-423.5825
1226,-845.5653
1227,-273.4753
1228,-609.1276
1229,-620.2146
1230,-817.4776
1231,-340.8279
1232,-680.8845
1233,-86.1189
1234,167.164
1235,-438.9107
1236,-517.449
1237,-132.389
1238,-93.1569
1239,6.5318
1240,346.4288
1241,-203.8181
1242,67.3123
1243,-6.0503
1244,-299.1347
1245,-964.0085
1246,-580.4746
1247,-206.4599
1248,-237.4031
1249,-792.6833
1250,539.404
1251,550.5953
1252,601.7043
1253,-814.5215
1254,21.9617
1255,51.0842
1256,-410.1875
1257,656.073
1258,-1381.3198
1259,-397.7534
1260,-529.6086
1261,-919.0018
1262,-489.8569
1263,-469.6239
1264,-203.9797
1265,-297.4468
1266,465.86
1267,533.0071
1268,-391.9284
1269,-697.0927
1270,-1155.7074
1271,-599.4537
1272,-317.4504
1273,-336.1921
1274,-762.2102
1275,-278.4801
1276,-213.9921
1277,-883.3436
1278,-240.7014
1279,-387.3028
1280,-94.8152
1281,-381.8157
1282,-113.1238
1283,-65.9864
1284,-353.5863
1285,278.7031
1286,1352.2683
1287,-410.8137
1288,-484.5761
1289,179.8695
1290,168.8526
1291,-405.9265
1292,-456.543
1293,32.4134
1294,-155.8297
1295,-963.5618
1296,-24.692
1297,-580.0199
1298,-597.9335
1299,-757.8944
1300,-638.2848
1301,-847.3497
1302,-278.4793
1303,-345.9448
1304,-821.3856
1305,23.2032
1306,-523.8066
1307,-189.307
1308,-877.6887
1309,-652.5652
1310,-714.0944
1311,376.5513
1312,-70.0023
1313,-50.9932
1314,104.2549
1315,-287.7269
1316,-640.9765
1317,-586.6512
1318,-93.2006
1319,-328.0681
1320,339.0287
1321,-641.1607
1322,301.7963
1323,-619.3856
1324,-1075.894
1325,-784.9403
1326,-1192.4574
1327,369.9712
1328,-579.0051
1329,-64.8842
1330,10.8135
1331,-588.8711
1332,448.0337
1333,182.1044
1334,-625.602
1335,-289.6345
1336,-734.1553
1337,-196.9361
1338,193.6176
1339,-42.9242
1340,-13.1601
1341,-54.2834
1342,371.7811
1343,-676.4101
1344,-1220.3756
1345,-178.106
1346,91.1136
1347,7.0344
1348,-497.3557
1349,114.6588
1350,-305.5745
1351,-308.054
1352,-244.1993
1353,-14.2622
1354,222.4208
1355,188.6968
1356,562.7818
1357,221.4286
1358,-349.2377
1359,-493.8571
1360,-186.6504
1361,-255.7516
1362,-607.8679
1363,-53.0
1364,-283.0215
1365,331.3966
1366,-199.0346
1367,-287.2589
1368,555.7023
1369,-108.0243
1370,-247.8765
1371,-351.2184
1372,-568.7456
1373,-561.0331
1374,-538.713
1375,-731.6774
1376,420.6684
1377,-48.5382
1378,-221.1045
1379,-103.3243
1380,200.7413
1381,-380.5934
1382,109.2707
1383,-107.124
1384,-25.4004
1385,335.9526
1386,-33.581
1387,-625.9862
1388,-150.3078
1389,-508.016
1390,-572.9333
1391,-93.3524
1392,-157.6391
1393,1.104
1394,-0.4008
1395,-66.6877
1396,-386.9648
1397,29.2044
1398,-1418.2666
1399,-248.9093
1400,-577.5705
1401,-226.4842
1402,-375.8589
1403,-91.7008
1404,-546.9237
1405,-21.0339
1406,-205.5615
1407,-749.5824
1408,-432.7218
1409,-322.8289
1410,-781.455
1411,-164.3441
1412,299.7886
1413,-198.6094
1414,-27.1179
1415,33.4624
1416,-423.7789
1417,-357.9746
1418,-579.0219
1419,-1167.4788
1420,80.8323
1421,-509.8939
1422,-734.9029
1423,-211.2742
1424,-598.678
1425,-557.474
1426,-581.4619
1427,-241.1405
1428,73.6501
1429,-293.3026
1430,-242.3935
1431,-45.4507
1432,-33.3131
1433,102.6914
1434,408.4321
1435,-240.8815
1436,408.4981
1437,-637.9324
1438,165.7569
1439,-261.062
1440,-960.3117
1441,-278.8915
1442,-387.6085
1443,-345.821
1444,-379.0547
1445,-617.5178
1446,-472.1295
1447,-265.6728
1448,-912.0473
1449,-34.8473
1450,264.7771
1451,-389.0545
1452,-361.7676
1453,450.8485
1454,222.4317
1455,-2.1195
1456,647.2192
1457,-452.8862
1458,-818.1856
1459,-315.8162
1460,-114.3764
1461,-147.9195
1462,-680.7784
1463,-452.9318
1464,-601.4299
1465,163.3884
1466,-658.5381
1467,-234.1501
1468,-922.5538
1469,-335.1596
1470,617.895
1471,-584.063
1472,-534.1008
1473,-15.6339
1474,-486.6495
1475,-759.1481
1476,440.4939
1477,-596.6402
1478,-480.5677
1479,-88.5361
1480,313.2568
1481,-262.8345
1482,-597.9091
1483,141.2088
1484,324.5523
1485,-330.2293
1486,-19.937
1487,-123.7067
1488,-589.9858
1489,-65.1155
1490,-190.2855
1491,-292.4149
1492,-242.1145
1493,-731.9584
1494,843.9911
1495,-938.9842
1496,526.9449
1497,-331.8446
1498,-219.5997
1499,-259.939
1500,137.9677
1501,-286.4722
1502,-404.3499
1503,-440.9262
1504,-228.7148
1505,-226.6792
1506,625.3395
1507,-265.9993
1508,-849.5558
1509,-666.2096
1510,-0.4028
1511,-496.1694
1512,392.9767
1513,-230.4907
1514,-792.3691
1515,-169.1406
1516,-136.7651
1517,-454.8073
1518,-765.6803
1519,-425.3967
1520,-868.4725
1521,-986.3718
1522,-32.8788
1523,-59.2019
1524,-456.2064
1525,4.7153
1526,-234.1423
1527,-605.5371
1528,89.0654
1529,-302.5541
1530,312.2406
1531,663.4033
1532,-304.757
1533,335.4735
1534,-602.766
1535,-472.1896
1536,408.3416
1537,-63.7175
1538,-839.337
1539,-735.2458
1540,589.9457
1541,-215.6586
1542,-544.4183
1543,-317.7283
1544,60.2356
1545,-842.4119
1546,-985.2409
1547,-505.1357
1548,-516.7659
1549,414.9159
1550,200.8006
1551,51.0788
1552,-678.5227
1553,-1057.1614
1554,-297.4074
1555,-219.8297
1556,11.8506
1557,-225.9089
1558,-159.8783
1559,-557.6194
1560,-360.0142
1561,-169.931
1562,-276.6305
1563,-349.2002
1564,70.0672
1565,-450.0225
1566,-1003.0101
1567,-602.8776
1568,-429.8756
1569,110.5532
1570,-561.6214
1571,-286.6018
1572,-650.0055
1573,-266.3895
1574,-239.3577
1575,231.7978
1576,-151.5052
1577,-83.994
1578,-917.4425
1579,284.1563
1580,-144.5497
1581,-767.3373
1582,-442.4047
1583,-328.9798
1584,-574.2865
1585,-6.1509
1586,-127.6808
1587,-172.141
1588,-215.6918
1589,-1029.8991
1590,-196.068
1591,415.2489
1592,-482.327
1593,104.1567
1594,-300.6813
1595,-88.9385
1596,-10.1162
1597,397.076
1598,-5.0332
1599,-596.5216
1600,-245.8617
1601,0.4084
1602,26.2993
1603,408.0971
1604,12.9032
1605,428.2061
1606,-215.7441
1607,-541.998
1608,-551.2551
1609,-551.6931
1610,194.2985
1611,-81.1723
1612,-371.3864
1613,-554.7025
1614,-564.3206
1615,12.282
1616,-234.8822
1617,-226.1467
1618,-641.3799
1619,149.0669
1620,-262.1641
1621,413.8276
1622,-180.9705
1623,-146.2183
1624,-94.5353
1625,-625.1579
1626,-743.6075
1627,30.8826
1628,613.4086
1629,-768.0981
1630,-512.0758
1631,-748.9715
1632,7.8806
1633,-317.3273
1634,-71.4728
1635,40.4094
1636,-525.5438
1637,-497.1061
1638,-563.7462
1639,-182.5289
1640,-116.3794
1641,-1048.6135
1642,73.4185
1643,157.467
1644,-704.2598
1645,-469.7092
1646,-9.7509
1647,-162.7909
1648,34.5931
1649,115.5629
1650,-490.6527
1651,238.8576
1652,49.106
1653,-267.5448
1654,-518.6606
1655,-142.3266
1656,-683.6986
1657,223.9061
1658,-810.3342
1659,-4.1948
1660,46.1624
1661,-272.5498
1662,-1007.0133
1663,-448.0855
1664,-556.1765
1665,-215.7004
1666,-176.4783
1667,-241.0596
1668,148.2807
1669,-99.6245
1670,-597.0314
1671,-357.9915
1672,-88.0283
1673,-200.5449
1674,-456.8675
1675,70.484
1676,33.84
1677,7.4836
1678,-364.3387
1679,323.339
1680,-542.3071
1681,-222.341
1682,-36.7885
1683,-409.1135
1684,-1381.9096
1685,-378.0721
1686,-32.4567
1687,-436.3295
1688,173.261
1689,-959.2031
1690,-173.6682
1691,-414.5515
1692,-163.2235
1693,311.5825
1694,-458.3231
1695,207.2489
1696,-114.8978
1697,-706.1255
1698,10.7257
1699,50.1321
1700,92.3979
1701,-518.4896
1702,-682.9723
1703,-369.8083
1704,-44.621
1705,39.9039
1706,-78.1876
1707,290.8104
1708,-461.4395
1709,-217.4816
1710,-42.1841
1711,108.7607
1712,-1077.7517
1713,-72.2679
1714,-210.7152
1715,-592.09
1716,-714.2796
1717,-313.5153
1718,-432.841
1719,607.441
1720,-828.633
1721,-693.9443
1722,-514.8054
1723,-605.7117
1724,-73.0552
1725,370.9886
1726,155.7179
1727,-1064.7416
1728,-526.1268
