date,store_id,sku_id,opening_stock_units,delivery_units,delivery_scheduled_flag,delivery_delay_flag,damaged_units,expired_or_wasted_units,closing_stock_units,stockout_flag,hours_out_of_stock,stock_cover_days,reorder_point_units,expected_lead_time_days
2023-01-05,STR002,SKU0002,227,5,True,False,0,6,192,False,0.0,3.44,178,4
2023-01-05,STR002,SKU0003,81,9,True,False,0,0,85,False,0.0,2.93,64,2
2023-01-05,STR002,SKU0004,94,16,True,False,0,0,95,False,0.0,2.9,138,8
2023-01-05,STR002,SKU0005,76,54,True,False,0,0,117,False,0.0,4.59,150,7
2023-01-06,STR001,SKU0001,89,62,True,False,0,6,86,False,0.0,4.89,99,3
2023-01-06,STR001,SKU0002,319,0,False,False,0,13,283,False,0.0,7.91,219,4
2023-01-06,STR001,SKU0003,85,0,False,False,0,0,68,False,0.0,1.95,79,2
2023-01-06,STR001,SKU0004,143,44,True,False,0,0,171,False,0.0,4.07,171,8
2023-01-06,STR001,SKU0005,172,27,True,False,0,0,174,False,0.0,12.99,184,7
2023-01-06,STR002,SKU0001,108,0,False,False,0,3,83,False,0.0,7.16,81,3
2023-01-06,STR002,SKU0002,192,0,False,False,0,2,139,False,0.0,2.7,178,4
2023-01-06,STR002,SKU0003,85,0,False,False,0,0,78,False,0.0,3.22,64,2
2023-01-06,STR002,SKU0004,95,2,True,False,0,0,87,False,0.0,2.98,138,8
2023-01-06,STR002,SKU0005,117,3,True,False,0,0,113,False,0.0,4.91,150,7
2023-01-07,STR001,SKU0001,86,65,True,False,1,2,109,False,0.0,4.45,99,3
2023-01-07,STR001,SKU0002,283,0,False,False,0,4,264,False,0.0,7.84,219,4
2023-01-07,STR001,SKU0003,68,61,True,False,0,0,116,False,0.0,3.64,79,2
2023-01-07,STR001,SKU0004,171,4,True,False,0,0,159,False,0.0,4.22,171,8
2023-01-07,STR001,SKU0005,174,42,True,False,0,0,193,False,0.0,12.59,184,7
2023-01-07,STR002,SKU0001,83,0,False,False,0,3,61,False,0.0,4.58,81,3
2023-01-07,STR002,SKU0002,139,58,True,False,0,3,179,False,0.0,3.49,178,4
2023-01-07,STR002,SKU0003,78,0,False,False,0,0,64,False,0.0,3.0,64,2
2023-01-07,STR002,SKU0004,87,63,True,False,0,0,130,False,0.0,5.0,138,8
2023-01-07,STR002,SKU0005,113,3,True,False,0,0,94,False,0.0,4.62,150,7
2023-01-08,STR001,SKU0001,109,0,False,False,0,0,63,False,0.0,2.37,99,3
2023-01-08,STR001,SKU0002,264,0,False,False,0,5,210,False,0.0,6.77,219,4
2023-01-08,STR001,SKU0003,116,30,True,False,0,0,137,False,0.0,4.7,79,2
2023-01-08,STR001,SKU0004,159,4,True,False,0,0,118,False,0.0,3.41,171,8
2023-01-08,STR001,SKU0005,193,0,False,False,0,0,169,False,0.0,10.29,184,7
2023-01-08,STR002,SKU0001,61,75,True,False,0,6,107,False,0.0,7.57,81,3
2023-01-08,STR002,SKU0002,179,0,False,False,0,3,166,False,0.0,3.6,178,4
2023-01-08,STR002,SKU0003,64,66,True,False,0,0,115,False,0.0,5.67,64,2
2023-01-08,STR002,SKU0004,130,5,True,False,0,0,115,False,0.0,4.57,138,8
2023-01-08,STR002,SKU0005,94,9,True,False,0,0,87,False,0.0,4.23,150,7
2023-01-09,STR001,SKU0001,63,119,True,False,1,13,148,False,0.0,4.73,99,3
2023-01-09,STR001,SKU0002,210,65,True,False,1,8,220,False,0.0,6.91,219,4
2023-01-09,STR001,SKU0003,137,0,False,False,0,0,121,False,0.0,5.84,79,2
2023-01-09,STR001,SKU0004,118,48,True,False,0,0,147,False,0.0,4.68,171,8
2023-01-09,STR001,SKU0005,169,48,True,False,0,0,197,False,0.0,10.94,184,7
2023-01-09,STR002,SKU0001,107,57,True,False,0,10,136,False,0.0,8.58,81,3
2023-01-09,STR002,SKU0002,166,137,True,False,1,15,271,False,0.0,7.56,178,4
2023-01-09,STR002,SKU0003,115,0,False,False,0,0,95,False,0.0,6.16,64,2
2023-01-09,STR002,SKU0004,115,4,True,False,0,0,89,False,0.0,4.21,138,8
2023-01-09,STR002,SKU0005,87,63,True,False,0,0,136,False,0.0,7.05,150,7
2023-01-10,STR001,SKU0001,148,0,False,False,0,5,129,False,0.0,3.98,99,3
2023-01-10,STR001,SKU0002,220,92,True,False,1,11,254,False,0.0,7.83,219,4
2023-01-10,STR001,SKU0003,121,0,False,False,0,0,107,False,0.0,6.51,79,2
2023-01-10,STR001,SKU0004,147,5,True,False,0,0,142,False,0.0,7.2,171,8
2023-01-10,STR001,SKU0005,197,0,False,False,0,0,169,False,0.0,9.39,184,7
2023-01-10,STR002,SKU0001,136,0,False,False,0,2,128,False,0.0,7.59,81,3
2023-01-10,STR002,SKU0002,271,3,True,False,0,12,253,False,0.0,8.05,178,4
2023-01-10,STR002,SKU0003,95,0,False,False,0,0,86,False,0.0,6.76,64,2
2023-01-10,STR002,SKU0004,89,3,True,False,0,0,75,False,0.0,4.82,138,8
2023-01-10,STR002,SKU0005,136,5,True,False,0,0,134,False,0.0,7.33,150,7
2023-01-11,STR001,SKU0001,129,0,False,False,0,4,116,False,0.0,3.66,99,3
2023-01-11,STR001,SKU0002,254,0,False,False,0,6,206,False,0.0,5.72,219,4
2023-01-11,STR001,SKU0003,107,89,True,False,0,0,167,False,0.0,10.17,79,2
2023-01-11,STR001,SKU0004,142,25,True,False,0,0,157,False,0.0,7.69,171,8
2023-01-11,STR001,SKU0005,169,3,True,False,0,0,153,False,0.0,7.71,184,7
2023-01-11,STR002,SKU0001,128,0,False,False,0,3,109,False,0.0,6.87,81,3
2023-01-11,STR002,SKU0002,253,0,False,False,0,9,230,False,0.0,8.7,178,4
2023-01-11,STR002,SKU0003,86,59,True,False,0,0,127,False,0.0,10.98,64,2
2023-01-11,STR002,SKU0004,75,46,True,False,0,0,115,False,0.0,6.88,138,8
2023-01-11,STR002,SKU0005,134,2,True,False,0,0,130,False,0.0,8.83,150,7
2023-01-12,STR001,SKU0001,116,0,False,False,0,1,95,False,0.0,3.15,99,3
2023-01-12,STR001,SKU0002,206,74,True,False,0,13,242,False,0.0,6.54,219,4
2023-01-12,STR001,SKU0003,167,0,False,False,0,0,154,False,0.0,8.84,79,2
2023-01-12,STR001,SKU0004,157,5,True,False,1,0,155,False,0.0,7.81,171,8
2023-01-12,STR001,SKU0005,153,26,True,False,0,0,170,False,0.0,7.58,184,7
2023-01-12,STR002,SKU0001,109,0,False,False,0,2,101,False,0.0,6.37,81,3
2023-01-12,STR002,SKU0002,230,0,False,False,0,7,202,False,0.0,9.49,178,4
2023-01-12,STR002,SKU0003,127,0,False,False,0,0,117,False,0.0,9.31,64,2
2023-01-12,STR002,SKU0004,115,8,True,False,0,1,110,False,0.0,6.53,138,8
2023-01-12,STR002,SKU0005,130,0,True,False,0,0,119,False,0.0,9.8,150,7
2023-01-13,STR001,SKU0001,95,105,True,False,0,9,173,False,0.0,5.85,99,3
2023-01-13,STR001,SKU0002,242,0,False,False,0,6,212,False,0.0,6.03,219,4
2023-01-13,STR001,SKU0003,154,0,False,False,0,0,138,False,0.0,8.7,79,2
2023-01-13,STR001,SKU0004,155,0,True,False,0,0,146,False,0.0,8.38,171,8
2023-01-13,STR001,SKU0005,170,13,True,False,0,0,160,False,0.0,7.57,184,7
2023-01-13,STR002,SKU0001,101,19,True,False,0,4,94,False,0.0,5.98,81,3
2023-01-13,STR002,SKU0002,202,0,False,False,0,2,170,False,0.0,8.75,178,4
2023-01-13,STR002,SKU0003,117,0,False,False,0,0,93,False,0.0,7.0,64,2
2023-01-13,STR002,SKU0004,110,0,True,True,0,0,97,False,0.0,5.9,138,8
2023-01-13,STR002,SKU0005,119,12,True,False,0,0,126,False,0.0,10.63,150,7
2023-01-14,STR001,SKU0001,173,0,False,False,0,3,142,False,0.0,5.99,99,3
2023-01-14,STR001,SKU0002,212,134,True,False,1,11,291,False,0.0,8.25,219,4
2023-01-14,STR001,SKU0003,138,42,True,False,0,0,156,False,0.0,9.93,79,2
2023-01-14,STR001,SKU0004,146,25,True,False,0,0,150,False,0.0,9.13,171,8
2023-01-14,STR001,SKU0005,160,2,True,False,0,0,134,False,0.0,6.42,184,7
2023-01-14,STR002,SKU0001,94,0,False,False,0,3,79,False,0.0,5.03,81,3
2023-01-14,STR002,SKU0002,170,80,True,False,0,13,213,False,0.0,12.97,178,4
2023-01-14,STR002,SKU0003,93,0,True,True,0,0,83,False,0.0,5.28,64,2
2023-01-14,STR002,SKU0004,97,13,True,False,0,0,96,False,0.0,5.69,138,8
2023-01-14,STR002,SKU0005,126,4,True,False,0,0,118,False,0.0,10.2,150,7
2023-01-15,STR001,SKU0001,142,0,False,False,0,8,115,False,0.0,5.19,99,3
2023-01-15,STR001,SKU0002,291,87,True,False,0,15,324,False,0.0,8.25,219,4
2023-01-15,STR001,SKU0003,156,0,False,False,0,0,147,False,0.0,8.5,79,2
2023-01-15,STR001,SKU0004,150,0,True,False,0,0,129,False,0.0,7.52,171,8
2023-01-15,STR001,SKU0005,134,46,True,False,0,0,135,False,0.0,6.26,184,7
2023-01-15,STR002,SKU0001,79,87,True,False,1,7,128,False,0.0,8.7,81,3
2023-01-15,STR002,SKU0002,213,13,True,False,0,4,207,False,0.0,11.69,178,4
2023-01-15,STR002,SKU0003,83,22,False,False,0,0,89,False,0.0,5.88,64,2
2023-01-15,STR002,SKU0004,96,28,True,False,0,0,121,False,0.0,7.56,138,8
2023-01-15,STR002,SKU0005,118,47,True,False,0,0,145,False,0.0,14.3,150,7
2023-01-16,STR001,SKU0001,115,0,False,False,0,3,108,False,0.0,5.91,99,3
2023-01-16,STR001,SKU0002,324,0,False,False,0,6,283,False,0.0,7.48,219,4
2023-01-16,STR001,SKU0003,147,0,False,False,0,0,126,False,0.0,7.29,79,2
2023-01-16,STR001,SKU0004,129,5,True,False,0,1,129,False,0.0,9.41,171,8
2023-01-16,STR001,SKU0005,135,0,True,False,0,0,123,False,0.0,5.01,184,7
2023-01-16,STR002,SKU0001,128,0,False,False,0,2,93,False,0.0,5.92,81,3
2023-01-16,STR002,SKU0002,207,0,False,False,0,4,186,False,0.0,10.09,178,4
2023-01-16,STR002,SKU0003,89,0,False,False,0,0,61,False,0.0,3.99,64,2
2023-01-16,STR002,SKU0004,121,5,True,False,0,0,116,False,0.0,8.55,138,8
2023-01-16,STR002,SKU0005,145,3,True,False,0,0,135,False,0.0,12.6,150,7
2023-01-17,STR001,SKU0001,108,4,True,False,0,2,100,False,0.0,6.25,99,3
2023-01-17,STR001,SKU0002,283,0,False,False,0,15,234,False,0.0,6.45,219,4
2023-01-17,STR001,SKU0003,126,37,True,False,0,0,148,False,0.0,8.22,79,2
2023-01-17,STR001,SKU0004,129,25,True,False,0,0,143,False,0.0,12.36,171,8
2023-01-17,STR001,SKU0005,123,17,True,False,0,1,116,False,0.0,4.95,184,7
2023-01-17,STR002,SKU0001,93,45,True,False,0,5,114,False,0.0,6.38,81,3
2023-01-17,STR002,SKU0002,186,0,False,False,0,3,158,False,0.0,8.51,178,4
2023-01-17,STR002,SKU0003,61,51,True,False,0,0,104,False,0.0,6.33,64,2
2023-01-17,STR002,SKU0004,116,4,True,False,0,0,115,False,0.0,10.73,138,8
2023-01-17,STR002,SKU0005,135,15,True,False,0,0,127,False,0.0,12.01,150,7
2023-01-18,STR001,SKU0001,100,0,False,False,0,3,91,False,0.0,5.9,99,3
2023-01-18,STR001,SKU0002,234,0,False,False,0,1,188,False,0.0,5.44,219,4
2023-01-18,STR001,SKU0003,148,0,False,False,0,0,132,False,0.0,7.28,79,2
2023-01-18,STR001,SKU0004,143,4,True,False,0,0,134,False,0.0,11.44,171,8
2023-01-18,STR001,SKU0005,116,27,True,False,0,0,122,False,0.0,5.37,184,7
2023-01-18,STR002,SKU0001,114,0,False,False,0,2,101,False,0.0,5.12,81,3
2023-01-18,STR002,SKU0002,158,43,True,False,0,5,174,False,0.0,8.34,178,4
2023-01-18,STR002,SKU0003,104,0,False,False,0,0,89,False,0.0,5.46,64,2
2023-01-18,STR002,SKU0004,115,36,True,False,1,0,139,False,0.0,15.44,138,8
2023-01-18,STR002,SKU0005,127,0,True,False,0,0,116,False,0.0,9.02,150,7
2023-01-19,STR001,SKU0001,91,57,True,False,0,3,134,False,0.0,8.93,99,3
2023-01-19,STR001,SKU0002,188,157,True,False,1,12,299,False,0.0,8.54,219,4
2023-01-19,STR001,SKU0003,132,0,False,False,0,0,117,False,0.0,7.18,79,2
2023-01-19,STR001,SKU0004,134,2,True,False,0,0,116,False,0.0,9.55,171,8
2023-01-19,STR001,SKU0005,122,76,True,False,0,0,178,False,0.0,7.74,184,7
2023-01-19,STR002,SKU0001,101,0,False,False,0,1,97,False,0.0,5.11,81,3
2023-01-19,STR002,SKU0002,174,27,True,False,1,5,179,False,0.0,8.14,178,4
2023-01-19,STR002,SKU0003,89,0,False,False,0,0,80,False,0.0,5.05,64,2
2023-01-19,STR002,SKU0004,139,0,False,False,0,0,133,False,0.0,13.69,138,8
2023-01-19,STR002,SKU0005,116,29,True,False,0,0,124,False,0.0,9.14,150,7
2023-01-20,STR001,SKU0001,134,0,False,False,0,2,111,False,0.0,8.09,99,3
2023-01-20,STR001,SKU0002,299,46,True,False,1,11,291,False,0.0,8.05,219,4
2023-01-20,STR001,SKU0003,117,45,True,False,0,0,147,False,0.0,8.87,79,2
2023-01-20,STR001,SKU0004,116,55,True,False,0,0,162,False,0.0,11.45,171,8
2023-01-20,STR001,SKU0005,178,0,True,True,0,0,151,False,0.0,6.15,184,7
2023-01-20,STR002,SKU0001,97,0,False,False,0,3,65,False,0.0,3.5,81,3
2023-01-20,STR002,SKU0002,179,20,True,False,0,1,166,False,0.0,7.8,178,4
2023-01-20,STR002,SKU0003,80,52,True,False,0,0,113,False,0.0,7.19,64,2
2023-01-20,STR002,SKU0004,133,5,True,False,0,1,105,False,0.0,11.85,138,8
2023-01-20,STR002,SKU0005,124,37,True,False,0,1,138,False,0.0,9.2,150,7
2023-01-21,STR001,SKU0001,111,21,True,False,0,3,94,False,0.0,6.65,99,3
2023-01-21,STR001,SKU0002,291,0,False,False,0,6,262,False,0.0,6.77,219,4
2023-01-21,STR001,SKU0003,147,0,False,False,0,0,124,False,0.0,7.55,79,2
2023-01-21,STR001,SKU0004,162,1,True,False,0,0,135,False,0.0,9.55,171,8
2023-01-21,STR001,SKU0005,151,54,True,False,1,0,188,False,0.0,7.48,184,7
2023-01-21,STR002,SKU0001,65,44,True,False,0,1,100,False,0.0,5.11,81,3
2023-01-21,STR002,SKU0002,166,85,True,False,1,8,215,False,0.0,9.97,178,4
2023-01-21,STR002,SKU0003,113,0,False,False,0,0,104,False,0.0,6.93,64,2
2023-01-21,STR002,SKU0004,105,3,True,False,0,0,91,False,0.0,7.86,138,8
2023-01-21,STR002,SKU0005,138,26,True,False,0,0,147,False,0.0,8.43,150,7
2023-01-22,STR001,SKU0001,94,56,True,False,0,4,121,False,0.0,7.99,99,3
2023-01-22,STR001,SKU0002,262,0,False,False,0,5,215,False,0.0,6.0,219,4
2023-01-22,STR001,SKU0003,124,0,False,False,0,0,108,False,0.0,6.63,79,2
2023-01-22,STR001,SKU0004,135,4,True,False,0,0,131,False,0.0,8.65,171,8
2023-01-22,STR001,SKU0005,188,52,False,False,0,0,213,False,0.0,9.09,184,7
2023-01-22,STR002,SKU0001,100,0,False,False,0,0,88,False,0.0,4.63,81,3
2023-01-22,STR002,SKU0002,215,0,False,False,0,7,152,False,0.0,6.91,178,4
2023-01-22,STR002,SKU0003,104,0,False,False,0,0,87,False,0.0,5.86,64,2
2023-01-22,STR002,SKU0004,91,6,True,False,0,0,89,False,0.0,7.42,138,8
2023-01-22,STR002,SKU0005,147,32,True,False,0,0,159,False,0.0,8.76,150,7
2023-01-23,STR001,SKU0001,121,0,False,False,0,0,65,False,0.0,4.06,99,3
2023-01-23,STR001,SKU0002,215,61,True,False,0,9,251,False,0.0,6.92,219,4
2023-01-23,STR001,SKU0003,108,3,True,False,0,0,94,False,0.0,5.44,79,2
2023-01-23,STR001,SKU0004,131,0,True,False,0,0,115,False,0.0,8.66,171,8
2023-01-23,STR001,SKU0005,213,52,False,False,0,0,240,False,0.0,11.51,184,7
2023-01-23,STR002,SKU0001,88,0,False,False,0,0,69,False,0.0,4.2,81,3
2023-01-23,STR002,SKU0002,152,102,True,False,2,10,207,False,0.0,7.43,178,4
2023-01-23,STR002,SKU0003,87,47,True,False,0,0,119,False,0.0,7.93,64,2
2023-01-23,STR002,SKU0004,89,35,True,False,0,0,106,False,0.0,8.34,138,8
2023-01-23,STR002,SKU0005,159,0,False,False,0,0,146,False,0.0,8.05,150,7
2023-01-24,STR001,SKU0001,65,138,True,False,1,7,189,False,0.0,8.07,99,3
2023-01-24,STR001,SKU0002,251,0,False,False,0,4,194,False,0.0,5.78,219,4
2023-01-24,STR001,SKU0003,94,0,False,False,0,0,69,False,0.0,4.13,79,2
2023-01-24,STR001,SKU0004,115,5,True,False,0,0,111,False,0.0,7.4,171,8
2023-01-24,STR001,SKU0005,240,0,False,False,0,0,219,False,0.0,9.64,184,7
2023-01-24,STR002,SKU0001,69,0,True,True,0,0,56,False,0.0,3.88,81,3
2023-01-24,STR002,SKU0002,207,0,False,False,0,2,187,False,0.0,6.15,178,4
2023-01-24,STR002,SKU0003,119,0,False,False,0,0,105,False,0.0,7.99,64,2
2023-01-24,STR002,SKU0004,106,32,True,False,0,0,108,False,0.0,7.79,138,8
2023-01-24,STR002,SKU0005,146,31,True,False,0,0,171,False,0.0,9.43,150,7
2023-01-25,STR001,SKU0001,189,11,True,False,0,7,186,False,0.0,8.14,99,3
2023-01-25,STR001,SKU0002,194,151,True,False,0,10,305,False,0.0,8.41,219,4
2023-01-25,STR001,SKU0003,69,39,True,False,0,0,91,False,0.0,5.02,79,2
2023-01-25,STR001,SKU0004,111,60,True,False,0,0,148,False,0.0,10.06,171,8
2023-01-25,STR001,SKU0005,219,0,False,False,0,0,213,False,0.0,9.5,184,7
2023-01-25,STR002,SKU0001,56,114,True,False,0,9,143,False,0.0,10.54,81,3
2023-01-25,STR002,SKU0002,187,36,True,False,1,8,199,False,0.0,6.76,178,4
2023-01-25,STR002,SKU0003,105,0,False,False,0,0,95,False,0.0,6.79,64,2
2023-01-25,STR002,SKU0004,108,4,True,False,0,0,98,False,0.0,5.62,138,8
2023-01-25,STR002,SKU0005,171,0,False,False,0,0,170,False,0.0,10.82,150,7
2023-01-26,STR001,SKU0001,186,0,False,False,0,5,172,False,0.0,7.48,99,3
2023-01-26,STR001,SKU0002,305,0,False,False,0,11,264,False,0.0,7.73,219,4
2023-01-26,STR001,SKU0003,91,0,True,True,0,0,70,False,0.0,3.83,79,2
2023-01-26,STR001,SKU0004,148,39,True,False,0,0,176,False,0.0,10.9,171,8
2023-01-26,STR001,SKU0005,213,0,False,False,0,0,204,False,0.0,10.06,184,7
2023-01-26,STR002,SKU0001,143,0,False,False,0,4,117,False,0.0,8.03,81,3
2023-01-26,STR002,SKU0002,199,0,False,False,0,4,155,False,0.0,5.45,178,4
2023-01-26,STR002,SKU0003,95,34,True,False,2,0,120,False,0.0,9.03,64,2
2023-01-26,STR002,SKU0004,98,39,True,False,0,0,132,False,0.0,7.39,138,8
2023-01-26,STR002,SKU0005,170,0,False,False,0,0,157,False,0.0,10.99,150,7
2023-01-27,STR001,SKU0001,172,0,False,False,0,5,159,False,0.0,7.0,99,3
2023-01-27,STR001,SKU0002,264,0,False,False,0,11,224,False,0.0,6.64,219,4
2023-01-27,STR001,SKU0003,70,173,True,False,0,0,221,False,0.0,11.54,79,2
2023-01-27,STR001,SKU0004,176,0,False,False,0,0,169,False,0.0,11.38,171,8
2023-01-27,STR001,SKU0005,204,0,False,False,0,0,191,False,0.0,10.21,184,7
2023-01-27,STR002,SKU0001,117,0,False,False,0,3,87,False,0.0,5.03,81,3
2023-01-27,STR002,SKU0002,155,125,True,False,0,11,245,False,0.0,7.69,178,4
2023-01-27,STR002,SKU0003,120,0,False,False,0,0,104,False,0.0,8.0,64,2
2023-01-27,STR002,SKU0004,132,3,True,False,0,0,120,False,0.0,6.77,138,8
2023-01-27,STR002,SKU0005,157,0,False,False,0,1,153,False,0.0,11.64,150,7
2023-01-28,STR001,SKU0001,159,0,False,False,0,9,137,False,0.0,6.57,99,3
2023-01-28,STR001,SKU0002,224,0,False,False,0,4,186,False,0.0,5.84,219,4
2023-01-28,STR001,SKU0003,221,48,False,False,0,0,240,False,0.0,11.91,79,2
2023-01-28,STR001,SKU0004,169,1,True,False,0,0,157,False,0.0,10.77,171,8
2023-01-28,STR001,SKU0005,191,0,False,False,0,0,171,False,0.0,10.23,184,7
2023-01-28,STR002,SKU0001,87,0,False,False,0,0,74,False,0.0,4.35,81,3
2023-01-28,STR002,SKU0002,245,0,False,False,0,4,227,False,0.0,7.39,178,4
2023-01-28,STR002,SKU0003,104,0,False,False,0,0,86,False,0.0,6.84,64,2
2023-01-28,STR002,SKU0004,120,0,True,True,0,0,107,False,0.0,7.0,138,8
2023-01-28,STR002,SKU0005,153,0,False,False,0,0,135,False,0.0,12.95,150,7
2023-01-29,STR001,SKU0001,137,10,True,False,0,4,124,False,0.0,7.0,99,3
2023-01-29,STR001,SKU0002,186,27,True,False,0,5,182,False,0.0,5.44,219,4
2023-01-29,STR001,SKU0003,240,4,True,False,0,0,221,False,0.0,10.52,79,2
2023-01-29,STR001,SKU0004,157,3,True,False,0,0,127,False,0.0,10.22,171,8
2023-01-29,STR001,SKU0005,171,8,True,False,0,0,162,False,0.0,9.37,184,7
2023-01-29,STR002,SKU0001,74,36,True,False,0,5,89,False,0.0,5.02,81,3
2023-01-29,STR002,SKU0002,227,0,False,False,0,3,184,False,0.0,6.38,178,4
2023-01-29,STR002,SKU0003,86,59,True,False,0,0,129,False,0.0,9.31,64,2
2023-01-29,STR002,SKU0004,107,29,True,False,0,0,111,False,0.0,7.54,138,8
2023-01-29,STR002,SKU0005,135,1,True,False,0,0,119,False,0.0,11.26,150,7
2023-01-30,STR001,SKU0001,124,0,False,False,0,5,114,False,0.0,6.76,99,3
2023-01-30,STR001,SKU0002,182,130,True,False,0,10,266,False,0.0,8.54,219,4
2023-01-30,STR001,SKU0003,221,0,False,False,0,0,215,False,0.0,9.77,79,2
2023-01-30,STR001,SKU0004,127,58,True,False,0,0,161,False,0.0,10.06,171,8
2023-01-30,STR001,SKU0005,162,1,True,False,0,0,132,False,0.0,8.32,184,7
2023-01-30,STR002,SKU0001,89,0,False,False,0,1,76,False,0.0,4.16,81,3
2023-01-30,STR002,SKU0002,184,120,True,False,3,5,263,False,0.0,9.9,178,4
2023-01-30,STR002,SKU0003,129,0,False,False,0,0,110,False,0.0,8.02,64,2
2023-01-30,STR002,SKU0004,111,23,True,False,0,0,118,False,0.0,6.88,138,8
2023-01-30,STR002,SKU0005,119,2,True,False,0,0,108,False,0.0,10.65,150,7
2023-01-31,STR001,SKU0001,114,0,False,False,0,1,113,False,0.0,11.81,99,3
2023-01-31,STR001,SKU0002,266,0,False,False,0,6,226,False,0.0,6.65,219,4
2023-01-31,STR001,SKU0003,215,0,False,False,0,0,190,False,0.0,9.3,79,2
2023-01-31,STR001,SKU0004,161,5,True,False,0,0,151,False,0.0,8.81,171,8
2023-01-31,STR001,SKU0005,132,31,True,False,0,0,153,False,0.0,9.15,184,7
2023-01-31,STR002,SKU0001,76,44,True,False,0,3,110,False,0.0,6.36,81,3
