date,store_id,sku_id,regular_unit_price_gbp,actual_unit_price_gbp,discount_pct,promo_flag,promo_type,display_support_flag,email_or_app_support_flag,leaflet_support_flag,competitor_price_index,store_footfall,local_event_flag,holiday_flag,weather_condition,temperature_celsius,rainfall_mm,opening_stock_units,delivery_units,closing_stock_units,stockout_flag,hours_out_of_stock,lag_1_units_sold,lag_7_units_sold,rolling_7_day_avg_units_sold,rolling_28_day_avg_units_sold,day_of_week,month,week_of_year,is_weekend,is_payday_window,is_school_holiday,is_bank_holiday,units_sold,potential_demand_units,sales_revenue_gbp,cost_of_goods_sold_gbp,retailer_promo_cost_gbp,gross_profit_gbp,gross_margin_pct,waste_units,lost_sales_estimate_units,transaction_count,average_basket_value_gbp,anomaly_flag,anomaly_type
2023-01-02,STR001,SKU0004,11.17,11.17,0.0,False,None,False,False,False,1.031,1718,False,True,Rain,5.8,4.1,117,67,83,False,0.0,67,67,67.0,67.0,0,1,1,False,True,False,True,101,101,1128.17,662.56,0.0,465.61,41.27,0,0,73,38.29,False,
2023-01-02,STR001,SKU0005,1.32,1.32,0.0,False,None,False,False,False,1.004,1627,False,True,Rain,5.8,4.1,163,3,146,False,0.0,13,13,13.0,13.0,0,1,1,False,True,False,True,20,20,26.4,17.4,0.0,9.0,34.09,0,0,12,6.54,False,
2023-01-02,STR002,SKU0001,3.81,3.81,0.0,False,None,False,False,False,1.003,938,False,True,Rain,5.8,4.1,115,0,102,False,0.0,11,11,11.0,11.0,0,1,1,False,True,False,True,11,11,41.91,22.66,0.0,19.25,45.93,2,0,8,9.15,False,
2023-01-02,STR002,SKU0002,1.69,1.69,0.0,False,None,False,False,False,0.984,957,False,True,Rain,5.8,4.1,144,53,145,False,0.0,82,82,82.0,82.0,0,1,1,False,True,False,True,47,47,79.43,47.47,0.0,31.96,40.24,5,0,23,9.33,False,
2023-01-02,STR002,SKU0003,1.77,1.77,0.0,False,None,False,False,False,1.025,1057,False,True,Rain,5.8,4.1,98,7,66,False,0.0,49,49,49.0,49.0,0,1,1,False,True,False,True,39,39,69.03,39.0,0.0,30.03,43.5,0,0,31,3.81,False,
2023-01-02,STR002,SKU0004,11.17,11.17,0.0,False,None,False,False,False,1.05,933,False,True,Rain,5.8,4.1,101,34,66,False,0.0,48,48,48.0,48.0,0,1,1,False,True,False,True,69,69,770.73,452.64,0.0,318.09,41.27,0,0,38,45.8,False,
2023-01-02,STR002,SKU0005,1.32,1.32,0.0,False,None,False,False,False,0.979,967,False,True,Rain,5.8,4.1,100,2,81,False,0.0,25,25,25.0,25.0,0,1,1,False,True,False,True,21,21,27.72,18.27,0.0,9.45,34.09,0,0,9,12.12,False,
2023-01-03,STR001,SKU0001,3.81,3.81,0.0,False,None,False,False,False,0.986,1515,False,False,Cold,-0.1,2.9,88,43,107,False,0.0,12,12,12.5,12.5,1,1,1,False,True,False,False,19,19,72.39,39.14,0.0,33.25,45.93,4,0,9,17.52,False,
2023-01-03,STR001,SKU0002,1.69,1.69,0.0,False,None,False,False,False,1.058,1695,False,False,Cold,-0.1,2.9,200,80,251,False,0.0,42,42,42.5,42.5,1,1,1,False,True,False,False,21,21,35.49,21.21,0.0,14.28,40.24,7,0,12,7.09,False,
2023-01-03,STR001,SKU0003,1.77,1.77,0.0,False,None,False,False,False,1.034,1551,False,False,Cold,-0.1,2.9,96,0,82,False,0.0,46,46,57.0,57.0,1,1,1,False,True,False,False,14,14,24.78,14.0,0.0,10.78,43.5,0,0,7,10.7,False,
2023-01-03,STR001,SKU0004,11.17,11.17,0.0,False,None,False,False,False,1.041,1475,False,False,Cold,-0.1,2.9,83,99,177,False,0.0,101,101,84.0,84.0,1,1,1,False,True,False,False,5,5,55.85,32.8,0.0,23.05,41.27,0,0,3,62.54,False,
2023-01-03,STR001,SKU0005,1.32,1.32,0.0,False,None,False,False,False,1.027,1470,False,False,Cold,-0.1,2.9,146,51,182,False,0.0,20,20,16.5,16.5,1,1,1,False,True,False,False,15,15,19.8,13.05,0.0,6.75,34.09,0,0,6,12.56,False,
2023-01-03,STR002,SKU0001,3.81,3.81,0.0,False,None,False,False,False,1.051,893,False,False,Cold,-0.1,2.9,102,0,87,False,0.0,11,11,11.0,11.0,1,1,1,False,True,False,False,13,13,49.53,26.78,0.0,22.75,45.93,2,0,8,15.89,False,
2023-01-03,STR002,SKU0002,1.69,1.69,0.0,False,None,False,False,False,1.086,845,False,False,Cold,-0.1,2.9,145,53,152,False,0.0,47,47,64.5,64.5,1,1,1,False,True,False,False,44,44,74.36,44.44,0.0,29.92,40.24,1,0,27,5.23,False,
2023-01-03,STR002,SKU0003,1.77,1.77,0.0,False,None,False,False,False,1.035,924,False,False,Cold,-0.1,2.9,66,0,49,False,0.0,39,39,44.0,44.0,1,1,1,False,True,False,False,17,17,30.09,17.0,0.0,13.09,43.5,0,0,10,9.85,False,
2023-01-03,STR002,SKU0004,11.17,11.17,0.0,False,None,False,False,False,1.006,909,False,False,Cold,-0.1,2.9,66,18,75,False,0.0,69,69,58.5,58.5,1,1,1,False,True,False,False,9,9,100.53,59.04,0.0,41.49,41.27,0,0,5,57.68,False,
2023-01-03,STR002,SKU0005,1.32,1.32,0.0,False,None,False,False,False,1.028,907,False,False,Cold,-0.1,2.9,81,49,98,False,0.0,21,21,23.0,23.0,1,1,1,False,True,False,False,32,32,42.24,27.84,0.0,14.4,34.09,0,0,20,7.8,False,
2023-01-04,STR001,SKU0001,3.81,3.81,0.0,False,None,False,False,False,1.045,1643,False,False,Rain,3.9,4.9,107,0,86,False,0.0,19,19,14.67,14.67,2,1,1,False,False,False,False,20,20,76.2,41.2,0.0,35.0,45.93,1,0,12,13.04,False,
2023-01-04,STR001,SKU0002,1.69,1.69,0.0,False,None,False,False,False,0.929,1495,False,False,Rain,3.9,4.9,251,0,212,False,0.0,21,21,35.33,35.33,2,1,1,False,False,False,False,35,35,59.15,35.35,0.0,23.8,40.24,4,0,17,10.64,False,
2023-01-04,STR001,SKU0003,1.77,1.77,0.0,False,None,False,False,False,1.072,1439,False,False,Rain,3.9,4.9,82,0,60,False,0.0,14,14,42.67,42.67,2,1,1,False,False,False,False,22,22,38.94,22.0,0.0,16.94,43.5,0,0,14,9.38,False,
2023-01-04,STR001,SKU0004,11.17,11.17,0.0,False,None,False,False,False,0.959,1428,False,False,Rain,3.9,4.9,177,0,163,False,0.0,5,5,57.67,57.67,2,1,1,False,False,False,False,14,14,156.38,91.84,0.0,64.54,41.27,0,0,6,83.57,False,
2023-01-04,STR001,SKU0005,1.32,1.32,0.0,False,None,False,False,False,1.097,1638,False,False,Rain,3.9,4.9,182,4,185,False,0.0,15,15,16.0,16.0,2,1,1,False,False,False,False,1,1,1.32,0.87,0.0,0.45,34.09,0,0,1,5.07,False,
2023-01-04,STR002,SKU0001,3.81,3.81,0.0,False,None,False,False,False,1.054,883,False,False,Rain,3.9,4.9,87,0,68,False,0.0,13,13,11.67,11.67,2,1,1,False,False,False,False,16,16,60.96,32.96,0.0,28.0,45.93,3,0,9,14.31,False,
2023-01-04,STR002,SKU0002,1.69,1.69,0.0,False,None,False,False,False,0.994,917,False,False,Rain,3.9,4.9,152,129,227,False,0.0,44,44,57.67,57.67,2,1,1,False,False,False,False,50,50,84.5,50.5,0.0,34.0,40.24,4,0,20,15.97,False,
2023-01-04,STR002,SKU0003,1.77,1.77,0.0,False,None,False,False,False,1.008,881,False,False,Rain,3.9,4.9,49,43,81,False,0.0,17,17,35.0,35.0,2,1,1,False,False,False,False,11,11,19.47,11.0,0.0,8.47,43.5,0,0,9,8.24,False,
2023-01-04,STR002,SKU0004,11.17,11.17,0.0,False,None,False,False,False,1.0,783,False,False,Rain,3.9,4.9,75,24,94,False,0.0,9,9,42.0,42.0,2,1,1,False,False,False,False,5,5,55.85,32.8,0.0,23.05,41.27,0,0,4,41.01,False,
2023-01-04,STR002,SKU0005,1.32,1.32,0.0,False,None,False,False,False,1.036,938,False,False,Rain,3.9,4.9,98,2,76,False,0.0,32,32,26.0,26.0,2,1,1,False,False,False,False,24,24,31.68,20.88,0.0,10.8,34.09,0,0,22,4.1,False,
2023-01-05,STR001,SKU0001,3.81,3.81,0.0,False,None,False,False,False,1.037,1584,False,False,Rain,1.7,3.7,86,30,89,False,0.0,20,20,16.0,16.0,3,1,1,False,False,False,False,24,24,91.44,49.44,0.0,42.0,45.93,1,0,22,14.21,False,
2023-01-05,STR001,SKU0002,1.69,1.69,0.0,False,None,False,False,False,1.046,1488,False,False,Rain,1.7,3.7,212,168,319,False,0.0,35,35,35.25,35.25,3,1,1,False,False,False,False,38,38,64.22,38.38,0.0,25.84,40.24,23,0,15,13.7,False,
2023-01-05,STR001,SKU0003,1.77,1.77,0.0,False,None,False,False,False,1.07,1407,False,False,Rain,1.7,3.7,60,49,85,False,0.0,22,22,37.5,37.5,3,1,1,False,False,False,False,24,24,42.48,24.0,0.0,18.48,43.5,0,0,10,15.7,False,
2023-01-05,STR001,SKU0004,11.17,11.17,0.0,False,None,False,False,False,1.015,1526,False,False,Rain,1.7,3.7,163,3,143,False,0.0,14,14,46.75,46.75,3,1,1,False,False,False,False,23,23,256.91,150.88,0.0,106.03,41.27,0,0,13,42.04,False,
2023-01-05,STR001,SKU0005,1.32,1.32,0.0,False,None,False,False,False,1.04,1452,False,False,Rain,1.7,3.7,185,5,172,False,0.0,1,1,12.25,12.25,3,1,1,False,False,False,False,18,18,23.76,15.66,0.0,8.1,34.09,0,0,8,6.47,False,
2023-01-05,STR002,SKU0001,3.81,3.81,0.0,False,None,False,False,False,0.933,943,False,False,Rain,1.7,3.7,68,54,108,False,0.0,16,16,12.75,12.75,3,1,1,False,False,False,False,7,7,26.67,14.42,0.0,12.25,45.93,7,0,6,11.59,False,
2023-01-05,STR002,SKU0002,1.69,1.69,0.0,False,None,False,False,False,1.04,906,False,False,Rain,1.7,3.7,227,5,192,False,0.0,50,50,55.75,55.75,3,1,1,False,False,False,False,34,34,57.46,34.34,0.0,23.12,40.24,6,0,21,7.67,False,
2023-01-05,STR002,SKU0003,1.77,1.77,0.0,False,None,False,False,False,0.979,864,False,False,Rain,1.7,3.7,81,9,85,False,0.0,11,11,29.0,29.0,3,1,1,False,False,False,False,5,5,8.85,5.0,0.0,3.85,43.5,0,0,3,6.11,False,
2023-01-05,STR002,SKU0004,11.17,11.17,0.0,False,None,False,False,False,0.995,984,False,False,Rain,1.7,3.7,94,16,95,False,0.0,5,5,32.75,32.75,3,1,1,False,False,False,False,15,15,167.55,98.4,0.0,69.15,41.27,0,0,11,26.5,False,
2023-01-05,STR002,SKU0005,1.32,1.32,0.0,False,None,False,False,False,1.037,837,False,False,Rain,1.7,3.7,76,54,117,False,0.0,24,24,25.5,25.5,3,1,1,False,False,False,False,13,13,17.16,11.31,0.0,5.85,34.09,0,0,6,5.89,False,
2023-01-06,STR001,SKU0001,3.81,3.81,0.0,False,None,False,False,False,1.045,1570,False,False,Rain,4.5,5.4,89,62,86,False,0.0,24,24,17.6,17.6,4,1,1,False,False,False,False,59,59,224.79,121.54,0.0,103.25,45.93,6,0,28,14.37,False,
2023-01-06,STR001,SKU0002,1.69,1.69,0.0,False,None,False,False,False,1.012,1381,False,False,Rain,4.5,5.4,319,0,283,False,0.0,38,38,35.8,35.8,4,1,1,False,False,False,False,23,23,38.87,23.23,0.0,15.64,40.24,13,0,15,9.61,False,
2023-01-06,STR001,SKU0003,1.77,1.77,0.0,False,None,False,False,False,1.029,1564,False,False,Rain,4.5,5.4,85,0,68,False,0.0,24,24,34.8,34.8,4,1,1,False,False,False,False,17,17,30.09,17.0,0.0,13.09,43.5,0,0,8,7.74,False,
2023-01-06,STR001,SKU0004,11.17,11.17,0.0,False,None,False,False,False,0.992,1491,False,False,Rain,4.5,5.4,143,44,171,False,0.0,23,23,42.0,42.0,4,1,1,False,False,False,False,16,16,178.72,104.96,0.0,73.76,41.27,0,0,8,42.42,False,
2023-01-06,STR001,SKU0005,1.32,1.32,0.0,False,None,False,False,False,0.973,1583,False,False,Rain,4.5,5.4,172,27,174,False,0.0,18,18,13.4,13.4,4,1,1,False,False,False,False,25,25,33.0,21.75,0.0,11.25,34.09,0,0,10,6.91,False,
2023-01-06,STR002,SKU0001,3.81,3.81,0.0,False,None,False,False,False,1.033,880,False,False,Rain,4.5,5.4,108,0,83,False,0.0,7,7,11.6,11.6,4,1,1,False,False,False,False,22,22,83.82,45.32,0.0,38.5,45.93,3,0,10,26.66,False,
2023-01-06,STR002,SKU0002,1.69,1.69,0.0,False,None,False,False,False,1.025,889,False,False,Rain,4.5,5.4,192,0,139,False,0.0,34,34,51.4,51.4,4,1,1,False,False,False,False,51,51,86.19,51.51,0.0,34.68,40.24,2,0,19,10.57,False,
2023-01-06,STR002,SKU0003,1.77,1.77,0.0,False,None,False,False,False,1.062,912,False,False,Rain,4.5,5.4,85,0,78,False,0.0,5,5,24.2,24.2,4,1,1,False,False,False,False,7,7,12.39,7.0,0.0,5.39,43.5,0,0,3,9.98,False,
2023-01-06,STR002,SKU0004,11.17,11.17,0.0,False,None,False,False,False,1.024,865,False,False,Rain,4.5,5.4,95,2,87,False,0.0,15,15,29.2,29.2,4,1,1,False,False,False,False,10,10,111.7,65.6,0.0,46.1,41.27,0,0,6,41.46,False,
2023-01-06,STR002,SKU0005,1.32,1.32,0.0,False,None,False,False,False,1.021,937,False,False,Rain,4.5,5.4,117,3,113,False,0.0,13,13,23.0,23.0,4,1,1,False,False,False,False,7,7,9.24,6.09,0.0,3.15,34.09,0,0,4,5.93,False,
2023-01-07,STR001,SKU0001,3.81,3.81,0.0,False,None,False,False,False,1.011,1679,False,False,Cold,-7.3,0.6,86,65,109,False,0.0,59,59,24.5,24.5,5,1,1,True,False,False,False,39,39,148.59,80.34,0.0,68.25,45.93,2,0,15,17.52,False,
2023-01-07,STR001,SKU0002,1.69,1.69,0.0,False,None,False,False,False,1.063,1738,False,False,Cold,-7.3,0.6,283,0,264,False,0.0,23,23,33.67,33.67,5,1,1,True,False,False,False,15,15,25.35,15.15,0.0,10.2,40.24,4,0,9,10.17,False,
2023-01-07,STR001,SKU0003,1.77,1.77,0.0,False,None,False,False,False,1.012,1631,False,False,Cold,-7.3,0.6,68,61,116,False,0.0,17,17,31.83,31.83,5,1,1,True,False,False,False,13,13,23.01,13.0,0.0,10.01,43.5,0,0,8,8.39,False,
2023-01-07,STR001,SKU0004,11.17,11.17,0.0,False,None,False,False,False,1.054,1572,False,False,Cold,-7.3,0.6,171,4,159,False,0.0,16,16,37.67,37.67,5,1,1,True,False,False,False,16,16,178.72,104.96,0.0,73.76,41.27,0,0,11,49.09,False,
2023-01-07,STR001,SKU0005,1.32,1.32,0.0,False,None,False,False,False,1.078,1710,False,False,Cold,-7.3,0.6,174,42,193,False,0.0,25,25,15.33,15.33,5,1,1,True,False,False,False,23,23,30.36,20.01,0.0,10.35,34.09,0,0,11,6.47,False,
2023-01-07,STR002,SKU0001,3.81,3.81,0.0,False,None,False,False,False,1.071,1007,False,False,Cold,-7.3,0.6,83,0,61,False,0.0,22,22,13.33,13.33,5,1,1,True,False,False,False,19,19,72.39,39.14,0.0,33.25,45.93,3,0,9,16.41,False,
2023-01-07,STR002,SKU0002,1.69,1.69,0.0,False,None,False,False,False,1.017,978,False,False,Cold,-7.3,0.6,139,58,179,False,0.0,51,51,51.33,51.33,5,1,1,True,False,False,False,15,15,25.35,15.15,0.0,10.2,40.24,3,0,10,5.22,False,
2023-01-07,STR002,SKU0003,1.77,1.77,0.0,False,None,False,False,False,1.004,986,False,False,Cold,-7.3,0.6,78,0,64,False,0.0,7,7,21.33,21.33,5,1,1,True,False,False,False,14,14,24.78,14.0,0.0,10.78,43.5,0,0,8,6.66,False,
2023-01-07,STR002,SKU0004,11.17,11.17,0.0,False,None,False,False,False,1.01,888,False,False,Cold,-7.3,0.6,87,63,130,False,0.0,10,10,26.0,26.0,5,1,1,True,False,False,False,20,20,223.4,131.2,0.0,92.2,41.27,0,0,10,75.71,False,
2023-01-07,STR002,SKU0005,1.32,1.32,0.0,False,None,False,False,False,0.957,981,False,False,Cold,-7.3,0.6,113,3,94,False,0.0,7,7,20.33,20.33,5,1,1,True,False,False,False,22,22,29.04,19.14,0.0,9.9,34.09,0,0,16,5.33,False,
2023-01-08,STR001,SKU0001,3.81,3.81,0.0,False,None,False,False,False,0.975,1722,False,False,Cold,0.8,0.1,109,0,63,False,0.0,39,13,26.57,26.57,6,1,1,True,False,False,False,46,46,175.26,94.76,0.0,80.5,45.93,0,0,34,15.27,False,
2023-01-08,STR001,SKU0002,1.69,1.69,0.0,False,None,False,False,False,1.082,1804,False,False,Cold,0.8,0.1,264,0,210,False,0.0,15,43,31.0,31.0,6,1,1,True,False,False,False,49,49,82.81,49.49,0.0,33.32,40.24,5,0,19,14.61,False,
2023-01-08,STR001,SKU0003,1.77,1.77,0.0,False,None,False,False,False,1.027,1727,False,False,Cold,0.8,0.1,116,30,137,False,0.0,13,68,29.14,29.14,6,1,1,True,False,False,False,9,9,15.93,9.0,0.0,6.93,43.5,0,0,8,5.55,False,
2023-01-08,STR001,SKU0004,11.17,11.17,0.0,False,None,False,False,False,1.03,1775,False,False,Cold,0.8,0.1,159,4,118,False,0.0,16,67,34.57,34.57,6,1,1,True,False,False,False,45,45,502.65,295.2,0.0,207.45,41.27,0,0,17,106.39,False,
2023-01-08,STR001,SKU0005,1.32,1.32,0.0,False,None,False,False,False,1.083,1752,False,False,Cold,0.8,0.1,193,0,169,False,0.0,23,13,16.43,16.43,6,1,1,True,False,False,False,24,24,31.68,20.88,0.0,10.8,34.09,0,0,10,11.35,False,
2023-01-08,STR002,SKU0001,3.81,3.81,0.0,False,None,False,False,False,0.984,964,False,False,Cold,0.8,0.1,61,75,107,False,0.0,19,11,14.14,14.14,6,1,1,True,False,False,False,23,23,87.63,47.38,0.0,40.25,45.93,6,0,14,24.87,False,
2023-01-08,STR002,SKU0002,1.69,1.69,0.0,False,None,False,False,False,1.035,1040,False,False,Cold,0.8,0.1,179,0,166,False,0.0,15,82,46.14,46.14,6,1,1,True,False,False,False,10,10,16.9,10.1,0.0,6.8,40.24,3,0,6,6.76,False,
2023-01-08,STR002,SKU0003,1.77,1.77,0.0,False,None,False,False,False,1.044,1020,False,False,Cold,0.8,0.1,64,66,115,False,0.0,14,49,20.29,20.29,6,1,1,True,False,False,False,15,15,26.55,15.0,0.0,11.55,43.5,0,0,6,8.65,False,
2023-01-08,STR002,SKU0004,11.17,11.17,0.0,False,None,False,False,False,1.061,1009,False,False,Cold,0.8,0.1,130,5,115,False,0.0,20,48,25.14,25.14,6,1,1,True,False,False,False,20,20,223.4,131.2,0.0,92.2,41.27,0,0,9,54.21,False,
2023-01-08,STR002,SKU0005,1.32,1.32,0.0,False,None,False,False,False,0.949,1033,False,False,Cold,0.8,0.1,94,9,87,False,0.0,22,25,20.57,20.57,6,1,1,True,False,False,False,16,16,21.12,13.92,0.0,7.2,34.09,0,0,14,3.0,False,
2023-01-09,STR001,SKU0001,3.81,3.81,0.0,False,None,False,False,False,1.076,1573,False,False,Rain,2.6,6.2,63,119,148,False,0.0,46,12,31.29,29.0,0,1,2,False,False,False,False,20,20,76.2,41.2,0.0,35.0,45.93,13,0,10,22.9,False,
2023-01-09,STR001,SKU0002,1.69,1.69,0.0,False,None,False,False,False,1.036,1509,False,False,Rain,2.6,6.2,210,65,220,False,0.0,49,42,31.86,33.25,0,1,2,False,False,False,False,46,46,77.74,46.46,0.0,31.28,40.24,8,0,18,9.04,False,
2023-01-09,STR001,SKU0003,1.77,1.77,0.0,False,None,False,False,False,1.005,1484,False,False,Rain,2.6,6.2,137,0,121,False,0.0,9,46,20.71,26.62,0,1,2,False,False,False,False,16,16,28.32,16.0,0.0,12.32,43.5,0,0,8,10.91,False,
2023-01-09,STR001,SKU0004,11.17,11.17,0.0,False,None,False,False,False,1.061,1562,False,False,Rain,2.6,6.2,118,48,147,False,0.0,45,101,31.43,35.88,0,1,2,False,False,False,False,19,19,212.23,124.64,0.0,87.59,41.27,0,0,16,23.77,False,
2023-01-09,STR001,SKU0005,1.32,1.32,0.0,False,None,False,False,False,1.101,1586,False,False,Rain,2.6,6.2,169,48,197,False,0.0,24,20,18.0,17.38,0,1,2,False,False,False,False,20,20,26.4,17.4,0.0,9.0,34.09,0,0,17,5.03,False,
2023-01-09,STR002,SKU0001,3.81,3.81,0.0,False,None,False,False,False,0.916,1004,False,False,Rain,2.6,6.2,107,57,136,False,0.0,23,11,15.86,15.25,0,1,2,False,False,False,False,18,18,68.58,37.08,0.0,31.5,45.93,10,0,14,12.91,False,
2023-01-09,STR002,SKU0002,1.69,1.69,0.0,False,None,False,False,False,1.026,871,False,False,Rain,2.6,6.2,166,137,271,False,0.0,10,47,35.86,41.62,0,1,2,False,False,False,False,16,16,27.04,16.16,0.0,10.88,40.24,15,0,6,11.95,False,
2023-01-09,STR002,SKU0003,1.77,1.77,0.0,False,None,False,False,False,0.981,1025,False,False,Rain,2.6,6.2,115,0,95,False,0.0,15,39,15.43,19.62,0,1,2,False,False,False,False,20,20,35.4,20.0,0.0,15.4,43.5,0,0,9,7.01,False,
2023-01-09,STR002,SKU0004,11.17,11.17,0.0,False,None,False,False,False,0.983,869,False,False,Rain,2.6,6.2,115,4,89,False,0.0,20,69,21.14,24.5,0,1,2,False,False,False,False,30,30,335.1,196.8,0.0,138.3,41.27,0,0,14,75.61,False,
2023-01-09,STR002,SKU0005,1.32,1.32,0.0,False,None,False,False,False,1.107,957,False,False,Rain,2.6,6.2,87,63,136,False,0.0,16,21,19.29,20.0,0,1,2,False,False,False,False,14,14,18.48,12.18,0.0,6.3,34.09,0,0,10,3.77,False,
2023-01-10,STR001,SKU0001,3.81,3.81,0.0,False,None,False,False,False,0.985,1493,False,False,Rain,4.1,3.5,148,0,129,False,0.0,20,19,32.43,28.0,1,1,2,False,False,False,False,14,14,53.34,28.84,0.0,24.5,45.93,5,0,7,28.49,False,
2023-01-10,STR001,SKU0002,1.69,1.69,0.0,False,None,False,False,False,1.03,1489,False,False,Rain,4.1,3.5,220,92,254,False,0.0,46,21,32.43,34.67,1,1,2,False,False,False,False,46,46,77.74,46.46,0.0,31.28,40.24,11,0,18,13.18,False,
2023-01-10,STR001,SKU0003,1.77,1.77,0.0,False,None,False,False,False,1.07,1464,False,False,Rain,4.1,3.5,121,0,107,False,0.0,16,14,16.43,25.44,1,1,2,False,False,False,False,14,14,24.78,14.0,0.0,10.78,43.5,0,0,8,10.48,False,
2023-01-10,STR001,SKU0004,11.17,11.17,0.0,False,None,False,False,False,1.064,1536,False,False,Rain,4.1,3.5,147,5,142,False,0.0,19,5,19.71,34.0,1,1,2,False,False,False,False,10,10,111.7,65.6,0.0,46.1,41.27,0,0,6,52.93,False,
2023-01-10,STR001,SKU0005,1.32,1.32,0.0,False,None,False,False,False,1.028,1408,False,False,Rain,4.1,3.5,197,0,169,False,0.0,20,15,18.0,17.67,1,1,2,False,False,False,False,28,28,36.96,24.36,0.0,12.6,34.09,0,0,20,3.86,False,
2023-01-10,STR002,SKU0001,3.81,3.81,0.0,False,None,False,False,False,1.043,763,False,False,Rain,4.1,3.5,136,0,128,False,0.0,18,13,16.86,15.56,1,1,2,False,False,False,False,6,6,22.86,12.36,0.0,10.5,45.93,2,0,3,18.91,False,
